Key,TEST_RULE,ACT_English,ACT_Math,ACT_Reading,ACT_Science_Reasoning,ACT_Composite,ACT_Combined English_Writing,TEST_RULE,SAT_Critical_Reading,SAT_Mathematics,SAT_Writing
054808,ACT,30,30,29,32,29,,,,,
054818,ACT,34,31,33,30,32,,,,,
054870,ACT,28,27,30,31,29,,,,,
054872,,,,,,,,,,,
054886,,,,,,,,,,,
054918,,,,,,,,,,,
054923,ACT,33,32,35,35,34,,,,,
055001,,,,,,,,,,,
055003,,,,,,,,,,,
055012,ACT,27,31,31,29,29,,,,,
055013,ACT,28,28,25,25,25,,,,,
055020,ACT,28,29,28,26,28,,,,,
055035,ACT,35,28,36,29,32,,,,,
055040,ACT,27,34,34,33,32,,,,,
055046,ACT,21,30,18,23,23,,,,,
055048,,,,,,,,,,,
055066,ACT,24,26,30,29,27,,,,,
055084,ACT,35,29,34,30,32,,,,,
055117,ACT,15,23,24,21,21,,,,,
055124,ACT,36,29,34,31,33,,,,,
055149,ACT,26,26,23,24,25,,,,,
055164,,,,,,,,,,,
055177,,,,,,,,,,,
055179,ACT,34,31,35,36,34,,,,,
055181,ACT,35,35,36,34,35,,,,,
055186,,,,,,,,,,,
055248,,,,,,,,,,,
055339,ACT,21,20,21,21,21,,,,,
055360,ACT,27,31,24,25,26,,,,,
055376,ACT,21,16,21,19,19,,,,,
055409,,,,,,,,,,,
055417,,,,,,,,,,,
055469,,,,,,,,,,,
055470,ACT,26,28,35,28,29,,,,,
055473,ACT,32,27,31,32,31,,,,,
055474,,,,,,,,,,,
055488,ACT,25,24,25,26,25,,,,,
055494,ACT,35,30,35,30,33,,,,,
055511,ACT,33,34,36,35,34,,,,,
055518,ACT,27,29,35,34,31,,,,,
055521,ACT,25,25,31,31,28,,,,,
055567,ACT,35,34,35,34,35,,,,,
055575,,,,,,,,,,,
055581,,,,,,,,,,,
055589,ACT,34,31,32,29,31,,,,,
055596,,,,,,,,,,,
055626,ACT,26,25,23,23,24,,,,,
055629,,,,,,,,,,,
055634,,,,,,,,,,,
055655,ACT,25,28,23,27,26,,,,,
055670,,,,,,,,,,,
055683,,,,,,,,,,,
055697,ACT,32,25,32,33,31,,,,,
055734,,,,,,,,,,,
055748,,,,,,,,,,,
055762,ACT,32,34,33,34,33,,,,,
055765,ACT,33,27,23,31,28,,,,,
055824,ACT,21,25,26,26,25,,,,,
055834,ACT,36,31,36,31,33,,,,,
055842,,,,,,,,,,,
055864,,,,,,,,,,,
055899,ACT,27,27,25,26,26,,,,,
055946,ACT,27,28,34,21,28,,,,,
055947,ACT,35,27,35,29,32,,,,,
055958,,,,,,,,,,,
055964,,,,,,,,,,,
055972,,,,,,,,,,,
055978,,,,,,,,,,,
055988,ACT,33,34,34,35,34,,,,,
055989,,,,,,,,,,,
056008,ACT,34,32,30,35,33,,,,,
056017,ACT,34,30,31,31,30,,,,,
056053,,,,,,,,,,,
056088,ACT,34,30,33,30,32,,,,,
056114,,,,,,,,,,,
056115,ACT,29,28,32,25,29,,,,,
056123,,,,,,,,,,,
056142,ACT,35,34,31,26,31,,,,,
056167,ACT,33,32,30,27,30,,,,,
056181,ACT,33,28,26,31,28,,,,,
056187,ACT,24,23,22,29,25,,,,,
056191,ACT,35,33,34,29,33,,,,,
056236,ACT,26,27,32,30,29,,,,,
056237,ACT,35,33,34,34,33,,,,,
056239,ACT,35,34,32,31,33,,,,,
056248,ACT,34,31,33,33,32,,,,,
056249,ACT,23,24,31,25,24,,,,,
056253,ACT,33,28,29,29,29,,,,,
056255,,,,,,,,,,,
056274,,,,,,,,,,,
056275,ACT,36,31,35,32,31,,,,,
056298,ACT,27,28,22,30,26,,,,,
056312,ACT,24,28,31,28,28,,,,,
056314,,,,,,,,,,,
056318,,,,,,,,,,,
056327,,,,,,,,,,,
056334,ACT,35,35,30,27,31,,,,,
056342,ACT,28,33,35,35,33,,,,,
056347,,,,,,,,,,,
056383,,,,,,,,,,,
056386,ACT,35,33,35,34,34,,,,,
056390,,,,,,,,,,,
056415,ACT,32,29,32,30,31,,,,,
056420,ACT,33,28,34,27,30,,,,,
056427,ACT,30,25,34,31,29,,,,,
056462,,,,,,,,,,,
056472,,,,,,,,,,,
056478,ACT,34,35,33,35,34,,,,,
056510,ACT,33,33,34,35,34,,,,,
056513,ACT,33,30,28,28,30,,,,,
056522,ACT,26,27,28,25,27,,,,,
056542,,,,,,,,,,,
056551,ACT,34,30,34,34,33,,,,,
056634,,,,,,,,,,,
056706,ACT,24,30,22,27,26,,,,,
056721,,,,,,,,,,,
056731,ACT,26,21,25,23,22,,,,,
056751,ACT,32,26,33,30,30,,,,,
056760,ACT,23,26,27,25,25,,,,,
056807,,,,,,,,,,,
056814,ACT,30,32,32,28,31,,,,,
056822,ACT,26,29,35,25,29,,,,,
056824,ACT,34,31,26,34,31,,,,,
056849,ACT,26,28,28,27,27,,,,,
056852,ACT,26,31,31,33,30,,,,,
056855,ACT,35,29,33,29,31,,,,,
056861,ACT,19,24,31,28,26,,,,,
056869,ACT,28,34,30,36,32,,,,,
056881,ACT,35,29,34,36,33,,,,,
056885,,,,,,,,,,,
056886,ACT,36,31,35,32,34,,,,,
056929,ACT,30,33,31,29,31,,,,,
056931,ACT,34,36,30,34,33,,,,,
056940,ACT,34,31,21,26,28,,,,,
056956,ACT,29,28,31,33,30,,,,,
056963,ACT,34,30,31,28,30,,,,,
056992,ACT,35,31,27,30,31,,,,,
057015,,,,,,,,,,,
057019,ACT,34,33,36,35,34,,,,,
057024,ACT,25,31,34,33,31,,,,,
057028,ACT,30,33,35,34,33,,,,,
057036,,,,,,,,,,,
057055,ACT,25,27,33,29,27,,,,,
057060,ACT,33,24,34,25,29,,,,,
057085,ACT,32,34,33,30,32,,,,,
057120,ACT,32,35,34,33,32,,,,,
057163,ACT,34,33,30,34,33,,,,,
057177,ACT,29,30,29,30,29,,,,,
057179,,,,,,,,,,,
057220,ACT,29,33,35,34,33,,,,,
057225,,,,,,,,,,,
057240,ACT,33,35,33,36,34,,,,,
057249,ACT,28,31,32,31,30,,,,,
057256,,,,,,,,,,,
057265,ACT,32,31,30,29,30,,,,,
057279,ACT,35,32,32,33,33,,,,,
057310,ACT,29,31,31,35,32,,,,,
057312,ACT,34,29,33,30,32,,,,,
057333,,,,,,,,,,,
057339,ACT,23,26,29,28,27,,,,,
057379,ACT,31,33,28,28,30,,,,,
057403,,,,,,,,,,,
057418,ACT,29,27,27,23,27,,,,,
057425,ACT,31,24,25,22,26,,,,,
057427,,,,,,,,,,,
057472,ACT,33,35,35,33,33,,,,,
057476,ACT,28,30,25,28,27,,,,,
057483,ACT,34,29,28,32,30,,,,,
057485,,,,,,,,,,,
057493,ACT,23,27,28,23,25,,,,,
057513,,,,,,,,,,,
057517,ACT,34,27,36,31,31,,,,,
057519,,,,,,,,,,,
057528,ACT,23,19,22,24,22,,,,,
057530,ACT,24,24,28,24,25,,,,,
057543,ACT,28,33,33,25,30,,,,,
057544,ACT,27,30,27,30,29,,,,,
057576,ACT,26,34,33,32,31,,,,,
057619,ACT,29,34,35,36,34,,,,,
057661,ACT,35,31,27,34,32,,,,,
058125,ACT,26,29,22,24,25,,,,,
058141,ACT,28,28,32,28,29,,,,,
058161,ACT,30,30,32,30,31,,,,,
058167,ACT,31,34,25,29,30,,,,,
058171,ACT,33,32,35,30,33,,,,,
058193,ACT,18,19,21,22,20,,,,,
058200,,,,,,,,,,,
058204,ACT,22,28,22,19,23,,,,,
058209,ACT,30,31,27,32,30,,,,,
058210,ACT,28,27,31,28,29,,,,,
058224,,,,,,,,,,,
058261,,,,,,,,,,,
058275,ACT,28,33,36,29,31,,,,,
058276,ACT,32,26,22,23,26,,,,,
058285,ACT,35,35,35,34,35,,,,,
058287,ACT,23,28,28,23,25,,,,,
058293,ACT,35,32,33,33,33,,,,,
058306,,,,,,,,,,,
058309,ACT,23,27,23,23,24,,,,,
058311,ACT,24,29,34,35,29,,,,,
058323,,,,,,,,,,,
058332,ACT,24,27,23,28,25,,,,,
058399,,,,,,,,,,,
058405,ACT,34,29,34,30,31,,,,,
058451,,,,,,,,,,,
058465,ACT,25,32,32,26,29,,,,,
058511,ACT,24,26,20,29,25,,,,,
058514,,,,,,,,,,,
058561,,,,,,,,,,,
058594,ACT,31,26,32,32,30,,,,,
058599,ACT,35,32,31,31,32,,,,,
058628,,,,,,,,,,,
058629,ACT,32,33,34,32,33,,,,,
058638,ACT,34,31,32,29,31,,,,,
058649,ACT,23,30,26,26,26,,,,,
058668,,,,,,,,,,,
058688,ACT,31,30,27,28,28,,,,,
058702,ACT,24,27,28,35,29,,,,,
058759,ACT,35,33,33,31,32,,,,,
058764,,,,,,,,,,,
058777,,,,,,,,,,,
058779,ACT,31,31,31,34,32,,,,,
058798,,,,,,,,,,,
058799,,,,,,,,,,,
058803,,,,,,,,,,,
058810,,,,,,,,,,,
058831,,,,,,,,,,,
058839,,,,,,,,,,,
058851,,,,,,,,,,,
058854,ACT,29,31,31,27,30,,,,,
058857,ACT,26,27,23,25,25,,,,,
058880,,,,,,,,,,,
058884,ACT,22,26,17,25,23,,,,,
058890,,,,,,,,,,,
058906,,,,,,,,,,,
058912,,,,,,,,,,,
058913,ACT,28,27,31,31,29,,,,,
058929,ACT,24,30,33,27,29,,,,,
058945,,,,,,,,,,,
058962,,,,,,,,,,,
058963,ACT,36,34,36,36,35,,,,,
058983,ACT,35,33,35,35,33,,,,,
058998,ACT,30,27,28,27,28,,,,,
059025,,,,,,,,,,,
059035,ACT,32,31,33,36,33,,,,,
059039,ACT,25,29,21,25,25,,,,,
059072,ACT,27,31,23,28,27,,,,,
059076,,,,,,,,,,,
059085,ACT,23,24,28,23,25,,,,,
059093,,,,,,,,,,,
059163,,,,,,,,,,,
059190,ACT,34,33,27,33,31,,,,,
059214,,,,,,,,,,,
059219,ACT,24,26,30,25,26,,,,,
059238,ACT,26,32,24,26,27,,,,,
059257,,,,,,,,,,,
059258,,,,,,,,,,,
059264,,,,,,,,,,,
059282,ACT,24,29,26,29,26,,,,,
059294,,,,,,,,,,,
059295,ACT,35,29,35,31,32,,,,,
059298,ACT,21,22,21,26,23,,,,,
059301,ACT,33,28,34,31,31,,,,,
059302,ACT,20,29,24,29,26,,,,,
059308,,,,,,,,,,,
059312,ACT,25,28,26,26,26,,,,,
059326,ACT,32,31,33,33,31,,,,,
059328,ACT,28,32,24,26,28,,,,,
059333,ACT,30,32,36,35,33,,,,,
059334,ACT,25,27,28,30,27,,,,,
059347,ACT,17,20,21,22,20,,,,,
059349,,,,,,,,,,,
059354,,,,,,,,,,,
059356,ACT,26,35,28,32,30,,,,,
059366,,,,,,,,,,,
059389,,,,,,,,,,,
059395,,,,,,,,,,,
059408,,,,,,,,,,,
059412,ACT,25,23,25,24,23,,,,,
059426,,,,,,,,,,,
059429,ACT,31,32,33,31,31,,,,,
059432,,,,,,,,,,,
059435,,,,,,,,,,,
059437,ACT,32,28,32,27,28,,,,,
059465,,,,,,,,,,,
059474,,,,,,,,,,,
059494,ACT,28,34,33,35,33,,,,,
059511,ACT,35,35,35,31,34,,,,,
059519,,,,,,,,,,,
059540,,,,,,,,,,,
059555,,,,,,,,,,,
059584,,,,,,,,,,,
059681,ACT,35,33,33,36,34,,,,,
059731,ACT,30,33,30,35,32,,,,,
059739,,,,,,,,,,,
059740,ACT,29,29,32,28,30,,,,,
059751,ACT,33,27,31,28,30,,,,,
059772,,,,,,,,,,,
059785,,,,,,,,,,,
059798,,,,,,,,,,,
059822,,,,,,,,,,,
059841,,,,,,,,,,,
059847,,,,,,,,,,,
059856,,,,,,,,,,,
059862,ACT,35,33,31,31,33,,,,,
059864,ACT,34,33,36,33,33,,,,,
059871,ACT,19,22,20,22,21,,,,,
059883,ACT,25,25,30,31,28,,,,,
059897,ACT,33,29,34,34,33,,,,,
059912,,,,,,,,,,,
059915,ACT,22,24,24,23,23,,,,,
059920,ACT,19,25,19,20,21,,,,,
059922,ACT,35,33,36,35,34,,,,,
059923,ACT,27,29,26,25,27,,,,,
059933,ACT,26,32,32,30,30,,,,,
059960,ACT,33,33,34,36,34,,,,,
059976,,,,,,,,,,,
059999,ACT,22,20,19,22,21,,,,,
060005,ACT,34,35,32,29,33,,,,,
060036,,,,,,,,,,,
060037,,,,,,,,,,,
060039,,,,,,,,,,,
060065,ACT,35,32,35,35,34,,,,,
060092,,,,,,,,,,,
060101,ACT,34,31,33,36,34,,,,,
060102,ACT,34,34,31,30,31,,,,,
060108,,,,,,,,,,,
060129,ACT,31,26,35,27,29,,,,,
060145,ACT,32,28,28,36,31,,,,,
060151,,,,,,,,,,,
060157,,,,,,,,,,,
060182,,,,,,,,,,,
060201,ACT,17,20,19,20,19,,,,,
060205,ACT,27,28,22,23,25,,,,,
060259,ACT,29,30,26,24,27,,,,,
060272,ACT,29,28,34,34,31,,,,,
060275,ACT,22,27,21,21,23,,,,,
060276,,,,,,,,,,,
060280,,,,,,,,,,,
060292,,,,,,,,,,,
060331,,,,,,,,,,,
060356,ACT,34,29,36,31,32,,,,,
060361,ACT,35,28,31,33,32,,,,,
060365,ACT,29,31,30,31,30,,,,,
060404,ACT,23,32,24,31,28,,,,,
060412,,,,,,,,,,,
060417,,,,,,,,,,,
060418,ACT,26,30,33,31,29,,,,,
060420,ACT,34,35,24,33,32,,,,,
060424,,,,,,,,,,,
060426,,,,,,,,,,,
060430,,,,,,,,,,,
060453,ACT,25,24,30,23,26,,,,,
060471,,,,,,,,,,,
060482,ACT,30,27,25,27,26,,,,,
060495,ACT,35,30,33,35,33,,,,,
060503,,,,,,,,,,,
060538,ACT,30,33,34,29,32,,,,,
060561,,,,,,,,,,,
060570,ACT,30,32,28,27,29,,,,,
060591,,,,,,,,,,,
060612,,,,,,,,,,,
060633,,,,,,,,,,,
060663,ACT,35,32,35,33,34,,,,,
060695,ACT,26,20,31,21,25,,,,,
060707,,,,,,,,,,,
060713,ACT,32,27,30,29,28,,,,,
060731,,,,,,,,,,,
060738,,,,,,,,,,,
060746,ACT,36,29,35,29,32,,,,,
060754,ACT,24,24,34,26,26,,,,,
060773,,,,,,,,,,,
060819,,,,,,,,,,,
060822,ACT,28,31,30,28,29,,,,,
060843,ACT,34,35,29,35,33,,,,,
060850,ACT,25,27,31,29,28,,,,,
060867,,,,,,,,,,,
060893,,,,,,,,,,,
060912,,,,,,,,,,,
060918,ACT,24,27,30,26,27,,,,,
060931,,,,,,,,,,,
060993,ACT,32,26,32,27,29,,,,,
061004,ACT,26,29,25,31,28,,,,,
061006,,,,,,,,,,,
061012,ACT,34,31,33,35,33,,,,,
061020,,,,,,,,SAT,590,590,640
061077,ACT,25,27,24,25,25,,,,,
061086,ACT,36,36,35,35,36,,,,,
061169,,,,,,,,,,,
061174,,,,,,,,,,,
061202,ACT,25,26,28,23,26,,,,,
061208,ACT,34,29,35,31,32,,,,,
061226,ACT,35,31,35,31,32,,,,,
061251,ACT,28,29,25,34,28,,,,,
061254,ACT,29,30,24,26,27,,,,,
061265,,,,,,,,,,,
061283,ACT,35,33,32,35,34,,,,,
061287,ACT,29,28,34,29,30,,,,,
061289,ACT,32,34,30,34,31,,,,,
061292,,,,,,,,,,,
061300,ACT,36,26,32,27,30,,,,,
061321,ACT,34,33,29,31,31,,,,,
061340,,,,,,,,,,,
061353,ACT,32,35,28,30,30,,,,,
061423,ACT,15,25,19,23,21,,,,,
061425,ACT,29,32,27,32,30,,,,,
061472,ACT,26,20,31,24,25,,,,,
061474,,,,,,,,,,,
061476,,,,,,,,,,,
061489,ACT,33,28,33,29,31,,,,,
061498,ACT,21,30,21,28,25,,,,,
061508,,,,,,,,,,,
061526,ACT,27,29,21,25,26,,,,,
061539,ACT,25,31,29,26,28,,,,,
061552,,,,,,,,,,,
061554,ACT,31,30,35,33,32,,,,,
061569,ACT,31,26,26,27,27,,,,,
061576,,,,,,,,,,,
061605,,,,,,,,,,,
061606,ACT,19,20,21,17,19,,,,,
061640,ACT,35,34,31,27,32,,,,,
061678,ACT,30,28,29,30,27,,,,,
061681,,,,,,,,,,,
061704,,,,,,,,,,,
061712,ACT,34,30,36,29,32,,,,,
061714,ACT,19,23,22,26,23,,,,,
061721,ACT,36,33,31,34,34,,,,,
061733,,,,,,,,,,,
061735,ACT,34,35,36,35,35,,,,,
061758,ACT,34,30,30,33,31,,,,,
061774,,,,,,,,,,,
061843,ACT,36,30,36,33,33,,,,,
061855,ACT,25,28,24,21,25,,,,,
061898,ACT,22,26,36,26,28,,,,,
061900,,,,,,,,,,,
061906,,,,,,,,,,,
061913,ACT,35,30,33,36,34,,,,,
061918,,,,,,,,,,,
061957,,,,,,,,,,,
061961,,,,,,,,,,,
061975,ACT,26,26,24,24,25,,,,,
061999,ACT,27,25,31,28,28,,,,,
062007,ACT,26,30,27,29,28,,,,,
062009,ACT,22,26,21,21,23,,,,,
062011,ACT,23,29,25,26,26,,,,,
062021,ACT,32,33,35,32,33,,,,,
062034,,,,,,,,,,,
062041,,,,,,,,,,,
062042,ACT,29,27,33,30,30,,,,,
062073,,,,,,,,,,,
062092,,,,,,,,,,,
062178,,,,,,,,,,,
062214,,,,,,,,,,,
062223,,,,,,,,,,,
062255,ACT,25,30,35,34,29,,,,,
062259,ACT,25,29,23,25,25,,,,,
062284,,,,,,,,,,,
062289,ACT,29,28,32,29,30,,,,,
062298,,,,,,,,,,,
062307,,,,,,,,,,,
062308,,,,,,,,,,,
062333,ACT,32,34,31,31,31,,,,,
062336,ACT,35,34,36,36,35,,,,,
062344,ACT,35,28,34,30,31,,,,,
062346,,,,,,,,,,,
062349,ACT,36,31,34,35,34,,,,,
062356,ACT,31,31,34,35,33,,,,,
062372,ACT,34,35,36,33,35,,,,,
062422,,,,,,,,,,,
062457,,,,,,,,,,,
062460,ACT,27,27,35,31,30,,,,,
062464,,,,,,,,,,,
062480,ACT,27,28,28,26,27,,,,,
062497,ACT,34,31,28,33,32,,,,,
062510,,,,,,,,,,,
062532,,,,,,,,,,,
062598,,,,,,,,,,,
062604,,,,,,,,,,,
062607,,,,,,,,,,,
062609,,,,,,,,,,,
062617,,,,,,,,,,,
062619,ACT,26,35,34,35,33,,,,,
062625,,,,,,,,,,,
062630,,,,,,,,,,,
062641,ACT,35,34,34,34,34,,,,,
062643,ACT,27,27,25,28,26,,,,,
062684,,,,,,,,,,,
062748,,,,,,,,,,,
062771,ACT,34,35,31,30,31,,,,,
062780,,,,,,,,,,,
062783,,,,,,,,,,,
062796,,,,,,,,,,,
062797,ACT,33,30,34,36,33,,,,,
062799,,,,,,,,,,,
062806,,,,,,,,,,,
062819,,,,,,,,,,,
062836,ACT,33,32,27,31,31,,,,,
062857,,,,,,,,,,,
062862,,,,,,,,,,,
062863,ACT,33,32,33,29,31,,,,,
062864,ACT,25,31,33,24,28,,,,,
062873,,,,,,,,,,,
062880,ACT,24,24,25,24,24,,,,,
062905,ACT,36,35,35,31,34,,,,,
062911,,,,,,,,,,,
062919,ACT,34,30,35,35,34,,,,,
063021,ACT,31,31,32,31,30,,,,,
063040,ACT,34,29,32,31,32,,,,,
063047,,,,,,,,,,,
063086,ACT,24,27,35,32,29,,,,,
063090,ACT,32,34,28,30,30,,,,,
063100,,,,,,,,,,,
063107,,,,,,,,,,,
063143,ACT,26,35,31,30,30,,,,,
063153,ACT,28,29,30,27,29,,,,,
063208,,,,,,,,,,,
063250,,,,,,,,,,,
063268,,,,,,,,,,,
063286,,,,,,,,,,,
063332,,,,,,,,,,,
063343,ACT,33,30,27,30,29,,,,,
063361,,,,,,,,,,,
063364,ACT,35,31,34,34,34,,,,,
063365,ACT,24,36,21,26,27,,,,,
063379,,,,,,,,,,,
063394,,,,,,,,,,,
063439,,,,,,,,,,,
063525,ACT,29,29,25,28,28,,,,,
063531,ACT,20,23,22,18,21,,,,,
063536,,,,,,,,,,,
063542,,,,,,,,,,,
063543,ACT,34,33,34,33,32,,,,,
063546,ACT,28,30,32,30,30,,,,,
063613,,,,,,,,,,,
063647,ACT,30,28,33,32,31,,,,,
063657,ACT,33,31,31,29,30,,,,,
063662,ACT,31,34,23,30,30,,,,,
063670,,,,,,,,,,,
063700,,,,,,,,,,,
063722,,,,,,,,,,,
063750,,,,,,,,,,,
063760,ACT,31,31,34,32,31,,,,,
063766,ACT,32,28,30,34,31,,,,,
063800,ACT,34,26,24,26,28,,,,,
063806,,,,,,,,,,,
063811,ACT,35,36,35,33,35,,,,,
063815,ACT,24,28,26,31,27,,,,,
063816,ACT,35,30,36,34,33,,,,,
063844,,,,,,,,,,,
063862,ACT,30,29,23,24,26,,,,,
063864,ACT,30,30,35,35,33,,,,,
063865,ACT,23,26,24,25,25,,,,,
063870,,,,,,,,,,,
063883,,,,,,,,,,,
063919,,,,,,,,,,,
063941,ACT,26,32,33,34,31,,,,,
063977,,,,,,,,,,,
063981,ACT,34,28,36,34,33,,,,,
063990,ACT,29,35,28,31,30,,,,,
064021,ACT,21,26,23,23,22,,,,,
064036,ACT,28,25,34,25,28,,,,,
064042,ACT,24,28,26,27,26,,,,,
064053,ACT,30,25,31,24,28,,,,,
064055,,,,,,,,,,,
064057,,,,,,,,,,,
064078,,,,,,,,,,,
064129,,,,,,,,,,,
064150,ACT,35,33,31,30,32,,,,,
064165,,,,,,,,,,,
064188,ACT,29,31,31,27,30,,,,,
064192,ACT,35,33,34,33,34,,,,,
064221,,,,,,,,,,,
064224,ACT,32,31,29,25,29,,,,,
064246,,,,,,,,,,,
064271,ACT,35,32,28,30,30,,,,,
064273,ACT,26,26,30,27,27,,,,,
064277,,,,,,,,,,,
064304,,,,,,,,,,,
064333,ACT,26,27,28,26,25,,,,,
064351,,,,,,,,,,,
064358,,,,,,,,,,,
064365,,,,,,,,,,,
064371,,,,,,,,,,,
064375,ACT,34,34,32,33,33,,,,,
064405,ACT,30,29,32,27,30,,,,,
064410,ACT,29,29,28,29,28,,,,,
064411,ACT,24,20,15,24,21,,,,,
064433,,,,,,,,,,,
064439,ACT,31,32,35,32,33,,,,,
064448,ACT,33,35,36,36,35,,,,,
064478,,,,,,,,,,,
064490,,,,,,,,,,,
064515,,,,,,,,,,,
064518,ACT,27,27,25,26,25,,,,,
064585,,,,,,,,,,,
064603,,,,,,,,,,,
064615,,,,,,,,,,,
064618,,,,,,,,,,,
064619,,,,,,,,,,,
064636,ACT,32,28,34,33,32,,,,,
064646,,,,,,,,,,,
064647,ACT,23,27,19,25,24,,,,,
064655,,,,,,,,,,,
064666,ACT,36,31,30,35,33,,,,,
064674,,,,,,,,,,,
064679,ACT,20,23,20,24,21,,,,,
064699,ACT,30,32,31,31,31,,,,,
064718,,,,,,,,,,,
064729,ACT,33,29,28,30,29,,SAT,570,620,450
064733,,,,,,,,,,,
064793,ACT,27,29,32,34,31,,,,,
064821,,,,,,,,,,,
064836,ACT,31,31,26,36,30,,,,,
064860,ACT,28,29,25,26,27,,,,,
064875,ACT,30,34,26,30,30,,,,,
064883,ACT,18,20,25,23,22,,,,,
064902,ACT,29,30,32,27,30,,,,,
064911,ACT,27,30,24,35,28,,,,,
064913,,,,,,,,,,,
064917,ACT,29,29,34,31,31,,,,,
064966,,,,,,,,,,,
064976,,,,,,,,,,,
064977,ACT,27,28,25,26,27,,,,,
064985,,,,,,,,,,,
064989,ACT,26,31,21,30,27,,,,,
064993,,,,,,,,,,,
065015,,,,,,,,,,,
065018,ACT,34,31,32,27,31,,,,,
065117,,,,,,,,,,,
065120,ACT,33,33,32,29,31,,,,,
065121,,,,,,,,,,,
065137,,,,,,,,,,,
065147,,,,,,,,,,,
065157,,,,,,,,,,,
065214,ACT,33,33,34,34,34,,,,,
065221,ACT,27,27,23,24,25,,,,,
065233,,,,,,,,,,,
065259,ACT,35,31,33,34,33,,,,,
065291,ACT,34,34,29,35,33,,SAT,500,710,540
065292,ACT,30,28,25,25,26,,,,,
065297,ACT,28,28,33,27,29,,,,,
065300,,,,,,,,,,,
065328,ACT,33,27,34,36,33,,,,,
065354,ACT,29,30,30,29,30,,,,,
065358,ACT,27,29,29,33,30,,,,,
065362,,,,,,,,,,,
065390,ACT,35,35,35,33,35,,,,,
065409,ACT,32,29,30,26,28,,,,,
065410,,,,,,,,,,,
065416,,,,,,,,,,,
065450,ACT,31,30,31,33,29,,,,,
065451,,,,,,,,,,,
065493,ACT,31,31,30,26,30,,,,,
065507,ACT,34,29,23,29,29,,,,,
065524,ACT,35,30,35,35,33,,,,,
065525,ACT,24,30,26,29,27,,,,,
065554,ACT,32,28,31,27,29,,,,,
065594,,,,,,,,,,,
065609,,,,,,,,,,,
065612,,,,,,,,,,,
065613,ACT,34,36,31,33,33,,,,,
065627,,,,,,,,,,,
065650,ACT,32,35,35,35,34,,,,,
065656,ACT,35,30,28,31,30,,,,,
065674,ACT,29,33,32,31,31,,,,,
065709,ACT,35,34,34,31,34,,,,,
065714,,,,,,,,,,,
065748,ACT,26,28,28,23,26,,,,,
065789,ACT,33,36,24,35,32,,,,,
065907,ACT,35,32,33,31,33,,,,,
065918,,,,,,,,,,,
065955,ACT,30,29,28,28,28,,,,,
065989,ACT,34,35,30,35,34,,,,,
065990,ACT,31,34,30,33,32,,,,,
066068,,,,,,,,,,,
066078,,,,,,,,,,,
066114,,,,,,,,,,,
066149,,,,,,,,,,,
066158,,,,,,,,,,,
066168,,,,,,,,,,,
066176,ACT,29,28,33,27,29,,,,,
066181,,,,,,,,,,,
066189,ACT,33,32,35,30,33,,,,,
066254,,,,,,,,,,,
066264,,,,,,,,,,,
066269,ACT,25,25,30,24,26,,,,,
066298,,,,,,,,,,,
066303,ACT,35,32,33,25,31,,,,,
066353,,,,,,,,,,,
066382,ACT,24,27,27,29,25,,,,,
066393,,,,,,,,,,,
066396,,,,,,,,,,,
066404,ACT,35,33,31,36,34,,,,,
066411,ACT,35,32,34,34,34,,,,,
066423,ACT,28,28,23,26,26,,,,,
066459,ACT,26,26,24,24,25,,,,,
066462,ACT,25,18,24,22,22,,,,,
066504,ACT,29,29,33,28,30,,,,,
066541,ACT,22,26,19,21,22,,,,,
066560,,,,,,,,,,,
066594,ACT,27,29,35,30,30,,,,,
066619,,,,,,,,,,,
066660,ACT,32,29,29,32,30,,,,,
066702,,,,,,,,,,,
066715,ACT,28,29,30,29,29,,,,,
066739,,,,,,,,,,,
066743,ACT,31,21,30,23,24,,,,,
066828,ACT,33,35,34,33,32,,,,,
066892,ACT,33,31,35,31,33,,,,,
066916,,,,,,,,,,,
066930,,,,,,,,,,,
066938,ACT,25,31,33,33,31,,,,,
066943,,,,,,,,,,,
066951,ACT,35,28,31,31,31,,,,,
066975,,,,,,,,,,,
067007,,,,,,,,,,,
067013,ACT,26,33,23,36,30,,,,,
067041,ACT,26,30,21,33,28,,,,,
067042,,,,,,,,,,,
067060,ACT,31,33,31,26,29,,,,,
067097,ACT,28,33,31,35,32,,,,,
067113,ACT,35,34,36,35,34,,,,,
067119,,,,,,,,,,,
067133,ACT,22,27,23,25,24,,,,,
067134,,,,,,,,,,,
067144,ACT,34,33,34,28,32,,,,,
067188,,,,,,,,,,,
067200,ACT,23,23,23,24,23,,,,,
067201,,,,,,,,,,,
067256,,,,,,,,,,,
067266,ACT,28,34,29,30,30,,,,,
067314,ACT,32,26,32,29,30,,,,,
067323,,,,,,,,,,,
067353,ACT,29,34,35,32,32,,,,,
067358,ACT,17,26,22,23,22,,,,,
067361,,,,,,,,,,,
067363,,,,,,,,,,,
067368,ACT,25,29,32,28,29,,,,,
067373,,,,,,,,,,,
067472,,,,,,,,,,,
067473,ACT,35,31,31,29,32,,,,,
067474,,,,,,,,,,,
067479,ACT,24,26,27,24,25,,,,,
067489,,,,,,,,,,,
067522,,,,,,,,,,,
067538,,,,,,,,,,,
067560,,,,,,,,,,,
067568,ACT,29,29,26,27,27,,,,,
067569,,,,,,,,,,,
