Key,INSTITUTION_TYPE_DESC,INSTITUTION,INSTITUTION_DESC,MathGPA,MathYrTaken,PhysicsGPA,PhysicsYrTaken,CoreGPA,SCHOOL_GPA,SECONDARY_SCHOOL_GRAD_DATE
052218,High School,152615,Noblesville High School,4,3,,,3.98,3.99,6/1/18
052222,High School,561620,Yokota High School Dod,3.6,4,,,3.49,3.60,6/1/18
052222,High School,576340,Ramstein American Hs Dodd,,,,,,,
052234,High School,151045,Hamilton Southeastern Hs,,,,,,,
052234,High School,151688,Heritage Christian School,3.75,4,,,3.95,3.96,5/1/18
052234,High School,HOME,Home School,,,,,,,
052238,High School,150520,Churubusco High School,4,4,,,3.96,3.86,6/1/18
052241,High School,151915,Harrison High School,3.67,3,,,3.94,3.95,6/1/18
052248,High School,151080,Mt. Vernon High School,3.09,5,,,3.29,3.38,6/1/18
052250,High School,364700,Solon High School,3.18,4,,,3.21,3.39,5/1/18
052254,High School,470353,Lake Braddock Secondary School,3,3,,,3.01,3.41,6/1/18
052254,High School,576014,Ansbach American Hs Dod,,,,,,,
052284,High School,152515,Castle High School,3.46,4,,,3.86,3.88,5/1/18
052303,High School,151045,Hamilton Southeastern Hs,3.95,3,,,3.76,3.80,5/1/18
052309,High School,144383,Saint Francis High School,3.8,3,,,3.58,3.70,5/1/18
052310,High School,151041,Fishers High School,2.45,3,,,2.86,3.06,6/1/18
052323,High School,152615,Noblesville High School,2.83,3,,,2.9,2.93,6/1/18
052366,High School,430162,Brentwood High School,4,5,,,4,4.00,5/1/18
052371,High School,373642,Victory Christian School,4,4,,,3.91,4.00,5/1/18
052417,High School,150165,Bedford-North Lawrence Hs,3.96,4,,,3.96,3.94,5/1/18
052417,High School,151771,Achieve Virtual Education Acd,,,,,,,
052429,High School,050656,Carondelet High School,3.89,4,,,3.75,3.81,5/1/18
052431,High School,152615,Noblesville High School,2.27,3,,,2.86,3.19,6/1/18
052449,High School,500525,De Pere High School,3.88,5,,,3.83,3.86,6/1/18
052454,High School,151045,Hamilton Southeastern Hs,,,,,,,
052454,High School,151688,Heritage Christian School,3.92,4,,,3.95,3.96,5/1/18
052478,High School,241635,Blake School-Northrup Campus,3.62,3,,,3.79,3.83,6/1/18
052488,High School,152290,Clinton Central Jr/Sr Hs,4,4,,,3.92,3.94,5/1/18
052499,High School,HOME,Home School,3.67,3,,,3.94,3.96,5/1/18
052500,High School,051009,Troy High School,,,,,,3.93,5/1/18
052502,High School,011697,Bob Jones High School,,,,,,,
052502,High School,011701,James Clemens High School,4,1.5,,,3.92,3.91,5/1/18
052513,High School,181128,Conner Senior High School,3.73,6,,,3.92,3.92,5/1/18
052514,High School,152852,Plainfield High School,4,4,,,3.82,3.87,5/1/18
052522,High School,151390,Center Grove High School,3.06,5,,,3.49,3.57,6/1/18
052535,High School,431690,Hume-Fogg Academic High School,3.61,6,,,3.43,3.51,5/1/18
052535,High School,431711,Martin Luther King Hlth Magnet,,,,,,,
052537,High School,311320,Morris Hills High School,,,,,,3.61,6/1/18
052551,High School,053091,Leland High School,3.38,3,,,3.36,3.49,6/1/18
052566,High School,140178,Marmion Academy,3.94,5,,,3.76,3.87,5/1/18
052586,High School,151075,Gibson Southern Hs,3.8,4,,,3.93,3.92,5/1/18
052593,High School,260948,Lafayette High School,3.53,3,,,3.8,3.85,5/1/18
052597,High School,151880,Northwestern High School,4,5,,,4,4.00,6/1/18
052616,High School,070685,Pomperaug High School,3.53,3,,,3.49,3.70,5/1/18
052631,High School,332628,Jericho Senior High School,4,4,,,3.89,3.47,6/1/18
052647,High School,143550,Adlai E Stevenson High School,3.83,3,,,3.52,3.53,5/1/18
052658,High School,152780,Eastern High School,3.66,4,,,3.79,3.85,6/1/18
052665,High School,142545,Illiana Christian High School,3.74,4,,,3.76,3.80,6/1/18
052680,High School,231708,Forest Hills Central Hs,3.7,4,,,3.57,3.68,5/1/18
052692,High School,152613,Blessed Theodore Guerin Hs,3.49,4.5,,,3.78,3.86,6/1/18
052696,High School,470402,Chantilly High School,2.58,4,,,2.98,3.39,6/1/18
052696,High School,UNKHSC,Unknown High School,,,,,,,
052709,High School,233603,Troy High School,,,,,,3.90,6/1/18
052719,High School,341049,Durham Academy Upper School,3.3,3,,,3.23,3.10,5/1/18
052725,High School,152613,Blessed Theodore Guerin Hs,,,,,,4.00,6/1/18
052729,High School,363408,Lakota East High School,3.38,4,,,3.51,3.61,5/1/18
052733,High School,260591,Marquette High School,3.26,4,,,3.53,3.61,5/1/18
052782,High School,153900,Zionsville Community Hs,3.23,3,,,3.78,3.82,6/1/18
052785,High School,361125,Ursuline Academy,3.9,4,,,3.69,3.80,5/1/18
052787,High School,143630,Richmond-Burton Community Hs,,,,,,3.83,5/1/18
052817,High School,151651,Roncalli High School,3.85,3,,,3.46,3.91,5/1/18
052872,High School,150445,Carmel High School,3.25,4,,,3.12,3.30,6/1/18
052879,High School,335090,Scarsdale High School,3.43,3,,,3.46,3.68,6/1/18
052891,High School,360285,Avon Lake High School,3.5,3,,,3.49,3.58,6/1/18
052897,High School,140184,Waubonsie Valley High School,4,3,,,3.86,3.87,5/1/18
052914,High School,152347,Penn High School,3.62,3,,,3.64,3.74,5/1/18
052919,High School,HOME,Home School,4,4,,,4,4.00,5/1/18
052926,High School,143108,Neuqua Valley High School,3.52,3,,,3.65,3.75,5/1/18
052931,High School,150960,Francis J Reitz High School,4,5,,,4,4.00,5/1/18
052936,High School,392985,Council Rock High School North,4,3,,,3.55,3.62,6/1/18
052936,High School,UNKHSC,Unknown High School,,,,,,,
052940,High School,150905,Jimtown High School,3.31,7,,,3.65,3.72,5/1/18
052948,High School,020182,Grace Christian School,3.77,3,,,3.45,3.58,5/1/18
052976,High School,151650,Ben Davis High School,4,5,,,3.98,3.99,6/1/18
052976,High School,UNKHSC,Unknown High School,,,,,,,
052978,High School,152503,Floyd Central High School,3.68,3,,,3.54,4.00,6/1/18
052980,High School,052497,Foothill High School,3.33,3,,,3.39,3.49,6/1/18
053004,High School,110615,Cartersville High School,3.6,4,,,3.73,3.82,5/1/18
053008,High School,150685,Crown Point High School,4,4,,,3.87,3.90,6/1/18
053018,High School,143736,Rolling Meadows High School,4,3,,,3.97,3.93,5/1/18
053023,High School,361121,Turpin High School,3.6,4,,,3.75,3.80,5/1/18
053042,High School,361773,Walsh Jesuit High School,3.68,3,,,3.71,3.76,6/1/18
053046,High School,442434,Flower Mound High School,3.95,6,,,3.64,3.73,6/1/18
053066,High School,151662,Covenant Christian High School,4,4.5,,,3.99,4.00,5/1/18
053070,High School,150960,Francis J Reitz High School,4,5,,,4,4.00,5/1/18
053074,High School,150610,Columbus North High School,3.47,5,,,3.69,3.72,5/1/18
053095,High School,150445,Carmel High School,,,,,,,
053095,High School,150448,University High School Indiana,2.82,3,,,2.86,3.09,6/1/18
053097,High School,152920,North Harrison High School,4,4,,,3.99,3.99,5/1/18
053098,High School,152280,Michigan City Elston High Sch,,,,,,,
053098,High School,152288,Michigan City High School,,,,,,,6/1/17
053099,High School,343214,Leesville Road High School,3.6,5,,,3.32,3.49,5/1/18
053118,High School,150445,Carmel High School,3.38,4,,,3.77,4.00,5/1/18
053154,High School,144386,Wheaton North High School,3.67,4,,,3.87,3.89,5/1/18
053156,High School,152425,Mooresville High School,3.96,4,,,3.99,3.98,6/1/18
053157,High School,501830,Plymouth Comprehensive Hs,4,3,,,3.91,3.92,6/1/18
053164,High School,150610,Columbus North High School,3.32,3,,,3.5,3.64,6/1/18
053167,High School,331550,Croton-Harmon High School,4,4,,,4,4.00,6/1/18
053177,High School,142520,Lake Forest High School,3.22,3,,,3.51,3.65,6/1/18
053180,High School,310750,Columbia High School,3.1,3,,,3.2,3.26,6/1/18
053191,High School,152347,Penn High School,3.85,3,,,3.86,4.00,5/1/18
053203,High School,153265,Saint Joseph High School,3.45,3,,,3.55,3.67,6/1/18
053219,High School,144350,Community Hs District 94,4,3,,,4,4.00,5/1/18
053220,High School,152470,Burris Laboratory School,3.9,5,,,3.89,3.90,5/1/18
053232,High School,150445,Carmel High School,,,,,,3.40,5/1/18
053259,High School,070915,Greens Farms Academy,,,,,,3.38,6/1/18
053271,High School,151712,Lawrence North High School,3.84,6,,,3.82,3.87,6/1/18
053291,High School,151585,Carroll High School,4,5,,,3.98,3.99,6/1/18
053310,High School,150445,Carmel High School,3.57,5,,,3.75,3.84,6/1/18
053313,High School,151936,McCutcheon High School,3.88,4,,,3.87,3.91,5/1/18
053314,High School,151936,McCutcheon High School,4,4,,,4,4.00,6/1/18
053332,High School,151315,Goshen High School,,,,,,,
053332,High School,152295,Northridge High School,3.25,4,,,3.42,3.55,6/1/18
053337,High School,210510,Howard High School,3.33,3,,,3.6,3.59,5/1/18
053338,High School,054245,University Preparatory Academy,,,,,,3.84,6/1/18
053346,High School,151651,Roncalli High School,,,,,,3.91,5/1/18
053351,High School,365125,Twinsburg High School,3.93,6,,,3.91,3.92,5/1/18
053356,High School,150464,Taylor High School,4,4,,,4,4.00,6/1/18
053365,High School,140534,Glenbard North High School,3.67,4,,,3.94,3.95,5/1/18
053368,High School,311200,Phillipsburg High School,2.92,4,,,3.12,3.41,6/1/18
053375,High School,152380,Monrovia High School,3.75,4,,,3.84,4.00,5/1/18
053411,High School,053169,Evergreen Valley High School,2.57,3,,,3.21,3.24,5/1/18
053415,High School,310584,Monroe Township High School,3.43,3,,,3.46,3.67,6/1/18
053422,High School,261700,Saint Teresas Academy,3.33,3,,,3.85,3.89,5/1/18
053424,High School,230355,Cranbrook Kingswood School,,,,,,3.68,6/1/18
053436,High School,153900,Zionsville Community Hs,3.4,3,,,3.48,3.55,5/1/18
053436,High School,694322,Shanghai American School Pudon,,,,,,,
053437,High School,360855,Chagrin Falls High School,4,6,,,3.97,3.97,6/1/18
053438,High School,191660,Mandeville High School,,,,,,,
053438,High School,392287,Penncrest High School,3.67,3,,,3.72,3.79,6/1/18
053481,High School,230325,Birch Run High School,,,,,,4.00,5/24/18
053540,High School,150445,Carmel High School,2.96,4,,,3.16,3.32,6/1/18
053561,High School,151915,Harrison High School,4,5,,,4,4.00,6/1/18
053687,High School,365046,Liberty High School,2.4,5,,,3.45,3.48,5/1/18
053697,High School,012220,Prattville High School,,,,,,,
053697,High School,101232,Niceville High School,,,,,,4.00,5/25/18
053697,High School,472504,Grafton High School,,,,,,,
053699,High School,144430,New Trier High School,3.72,3,,,3.68,3.75,6/1/18
053738,High School,111961,Stratford Academy,,,,,,,
053738,High School,UNKHSC,Unknown High School,,,,,,,
053768,High School,543271,Piaget Bilingual Academy,4,3,,,3.97,3.98,5/1/18
053775,High School,143105,Naperville Central High School,2.9,3,,,3.45,3.65,5/1/18
053792,High School,544440,Colegio San Jose,4,3,,,3.88,3.90,5/1/18
053802,High School,151041,Fishers High School,3.92,4,,,3.7,3.76,5/1/18
053828,High School,233515,Lakeshore High School,4,4,,,4,4.00,6/1/18
053845,High School,051425,Livermore High School,,,,,,3.49,6/10/18
053856,High School,142375,Providence Catholic HS,3.05,3,,,3.23,3.49,5/1/18
053886,High School,050893,Canyon Crest Academy,3.62,3,,,3.66,3.68,6/1/18
053886,High School,053036,High Bluff Academy,,,,,,,
053888,High School,152170,Madison Consolidated Hs,4,4,,,3.9,3.92,6/1/18
053895,High School,050103,Fairmont Preparatory Academy,3.02,3,,,3.25,3.31,6/1/18
053895,High School,051369,Laguna Hills High School,,,,,,,
053895,High School,053197,Jserra Catholic Hs,,,,,,,
053900,High School,152474,Indiana Ac Sci/Math/Humanities,3.81,4,,,3.76,3.82,5/1/18
053900,High School,153890,Yorktown High School,,,,,,,
053906,High School,050925,Fallbrook Union High School,,,,,,,6/15/18
053906,High School,470788,W T Woodson High School,,,,,,,6/1/18
053918,High School,152515,Castle High School,4,4,,,4,4.00,5/1/18
053983,High School,230174,Battle Creek Area Math Sci Ctr,,,,,,,
053983,High School,230178,Harper Creek High School,3,4,,,3.02,3.25,6/1/18
053987,High School,060953,Silver Creek High School,3.28,3,,,3.41,3.48,5/1/18
054001,High School,150445,Carmel High School,,,,,,3.62,5/1/18
054023,High School,153565,Valparaiso High School,4,3,,,3.88,4.00,6/1/18
054058,High School,153900,Zionsville Community Hs,3.95,3,,,3.63,3.71,6/1/18
054060,High School,153160,Silver Creek High School,4,5,,,3.92,3.94,6/1/18
054089,High School,151045,Hamilton Southeastern Hs,,,,,,,
054089,High School,365198,Hilliard Bradley High School,3.46,4,,,3.44,3.50,5/1/18
054100,High School,361631,Wellington School,3.1,6,,,3.15,3.35,6/1/18
054112,High School,152343,Marian High School,3.29,4,,,3.37,3.49,6/1/18
054114,High School,151790,Jasper High School,3.75,4,,,3.87,4.00,5/1/18
054121,High School,151790,Jasper High School,3.81,4,,,3.91,3.93,5/1/18
054122,High School,053521,West High School,3,4,,,3.5,3.61,6/1/18
054123,High School,151915,Harrison High School,4,4,,,4,4.00,5/1/18
054145,High School,442624,Clear Brook High School,3.77,3,,,3.88,3.92,6/1/18
054145,High School,UNKHSC,Unknown High School,,,,,,,
054165,High School,153095,Western High School,,,,,,4.00,6/1/18
054229,High School,151045,Hamilton Southeastern Hs,2.14,4,,,2.79,3.06,5/1/18
054236,High School,161190,Dowling High School,3.35,3,,,3.78,3.83,5/1/18
054236,High School,754102,International Sch Luxembourg,,,,,,,
054237,High School,142255,Herscher High School,3.85,3,,,3.84,3.87,5/1/18
054244,High School,361125,Ursuline Academy,3.75,4,,,3.82,3.89,5/1/18
054254,High School,500920,Hudson Senior High School,3.82,4.5,,,3.9,3.93,5/1/18
054268,High School,153745,West Lafayette Jr-Sr Hs,3.92,4,,,3.93,3.95,5/1/18
054270,High School,431668,Franklin Road Academy,3.45,3,,,3.44,3.97,5/1/18
054275,High School,151658,Cardinal Ritter High School,3.88,4,,,3.91,3.93,6/1/18
054292,High School,151175,Franklin Community High School,3.37,5,,,3.59,3.97,5/1/18
054312,High School,360855,Chagrin Falls High School,4,4,,,3.8,3.85,5/1/18
054319,High School,152785,Pendleton Heights High School,2.87,3.5,,,3.06,3.22,6/1/18
054349,High School,182045,Owensboro Catholic High School,4,4,,,3.98,3.95,5/1/18
054351,High School,153475,Tipton High School,3.94,2.5,,,3.77,3.83,5/1/18
054366,High School,150445,Carmel High School,3.46,4,,,3.54,3.69,6/1/18
054367,High School,153565,Valparaiso High School,4,4,,,4,3.98,6/1/18
054368,High School,150445,Carmel High School,3.81,5,,,3.77,3.82,6/1/18
054378,High School,152613,Blessed Theodore Guerin Hs,3.09,4,,,3.21,3.26,6/1/18
054396,High School,143215,Glenbrook North High School,2.86,4,,,3.35,3.59,6/1/18
054401,High School,150445,Carmel High School,2.91,5,,,3.27,3.40,5/1/18
054401,High School,UNKHSC,Unknown High School,,,,,,,
054410,High School,151654,Bishop Chatard High School,4,3,,,3.87,4.00,5/1/18
054417,High School,242650,Wayzata High School,4,2,,,3.93,3.94,6/1/18
054427,High School,153265,Saint Joseph High School,4,3,,,3.98,3.99,6/1/18
054448,High School,141800,IC Catholic Prep,3.5,3,,,3.41,4.00,5/1/18
054471,High School,360210,Ashland High School,3.68,4,,,3.59,3.56,5/1/18
054471,High School,365630,Wooster High School,,,,,,,
054479,High School,152010,Lawrenceburg High School,3.48,4,,,3.33,3.51,6/1/18
054482,High School,151055,Carroll Jr.-Sr. High School,3.42,4,,,3.65,3.70,6/1/18
054498,High School,100525,Lincoln Park Academy,3.46,6.5,,,3.6,3.71,5/1/18
054509,High School,363275,William Mason High School,3.92,4,,,3.81,3.86,5/1/18
054524,High School,153700,Washington High School,3.26,4,,,3.23,3.46,5/1/18
054526,High School,150335,Brownsburg High School,2.9,3,,,3.12,3.30,6/1/18
054541,High School,054166,Vista Del Lago High School,3.28,5.5,,,3.35,3.50,6/1/18
054558,High School,152615,Noblesville High School,3.68,6,,,3.84,3.88,6/1/18
054568,High School,151732,Shortridge Magnet High School,4,3,,,3.96,3.91,6/1/18
054575,High School,151915,Harrison High School,3.25,4,,,3.43,3.56,6/1/18
054599,High School,150960,Francis J Reitz High School,3.88,3,,,3.91,3.93,5/1/18
054605,High School,310073,Hillsborough High School,3.57,3,,,3.78,3.86,6/1/18
054608,High School,151660,Cathedral High School,,,,,,4.00,5/1/18
054617,High School,053080,Bellarmine College Preparatory,3.28,3,,,3.46,3.58,5/1/18
054623,High School,151045,Hamilton Southeastern Hs,2.98,4,,,2.9,3.08,6/1/18
054626,High School,332185,Greenport High School,3.92,4,,,3.94,3.96,6/1/18
054631,High School,153900,Zionsville Community Hs,2.83,3,,,3.44,3.58,6/1/18
054666,High School,310530,Hightstown High School,1.83,3,,,2.7,2.81,6/1/18
054668,High School,310073,Hillsborough High School,,,,,,3.86,6/1/18
054677,High School,140345,Dwight D Eisenhower Hs,,,,,,,
054677,High School,140682,Brother Rice High School,,,,,,,
054677,High School,143228,Harold L Richards High School,3.1,5,,,3.22,3.36,6/1/18
054682,High School,150980,Reitz Memorial High School,3.51,4.5,,,3.7,3.76,5/1/18
054730,High School,150865,Portage High School,3,1.5,,,2.22,2.85,6/1/18
054730,High School,159999,GED/TASC In-State,,,,,,,6/3/18
054793,High School,171895,Manhattan High School,3.95,3,,,3.95,4.00,5/1/18
054802,High School,152489,Munster High School,2.77,3,,,3.03,3.16,5/1/18
054808,High School,361525,Columbus Academy,3.83,3,,,3.51,3.66,6/1/18
054818,High School,142135,Grayslake Central High School,3.52,3,,,3.72,3.81,5/1/18
054870,High School,152655,Jennings County High School,3.16,4,,,3.62,3.71,6/1/18
054872,High School,697050,American School Of Dubai The,3.7,5,,,3.64,3.63,6/1/18
054872,High School,724190,Acs Cobham Intl School,,,,,,,
054886,High School,150445,Carmel High School,3.28,3,,,3.59,3.71,5/1/18
054918,High School,151906,Central Catholic Junior-Senior,3.04,4,,,3.22,3.34,6/1/18
054918,High School,470788,W T Woodson High School,,,,,,,
054923,High School,142175,Warren Township High School,3.62,3,,,3.68,3.78,5/1/18
055001,High School,153112,Lake Central High School,3.76,4,,,3.89,3.92,5/1/18
055003,High School,151992,La Lumiere School,2.67,3,,,3.29,3.32,5/1/18
055012,High School,260781,Desmet Jesuit High School,3.43,3,,,3.51,3.50,5/1/18
055013,High School,364995,Tippecanoe High School,3.18,4,,,3.59,3.67,6/1/18
055020,High School,500063,Xavier High School,3.83,3,,,3.91,3.94,5/1/18
055035,High School,262925,Visitation Academy,,,,,,3.77,5/1/18
055040,High School,365125,Twinsburg High School,,,,,,,
055040,High School,392545,Cumberland Valley High School,,,,,,4.00,5/1/18
055046,High School,151915,Harrison High School,3.5,4,,,3.87,3.91,6/1/18
055048,High School,150740,Danville Community High School,3.42,4,,,3.73,3.78,5/1/18
055066,High School,142530,Lake Zurich Senior High School,3.13,3,,,3.51,3.60,5/1/18
055084,High School,150500,Chesterton High School,2.88,3,,,3.36,3.51,5/1/18
055117,High School,152347,Penn High School,2.55,3,,,3.09,3.40,5/1/18
055124,High School,100510,Riverdale High School,4,3,,,3.94,3.96,5/1/18
055149,High School,363085,Loveland High School,4,4,,,3.97,3.98,6/1/18
055164,High School,150555,Cascade High School,4,4,,,3.97,3.98,6/1/18
055177,High School,697050,American School Of Dubai The,3.28,4,,,3.39,3.50,6/1/18
