PUID_SIX,High_School,High_School_Name,High_School_Grad_Date,High_School_Graduation_Year,High_School_GPA,SUBJECT,SUBJECT_DESC,YEARS_TAKEN,GRADE,GPA
235947,152613,Blessed Theodore Guerin Hs,"May 1, 2020",2020,3.64,MATH,Academic Math TOTAL,3,,3.33
235984,153112,Lake Central High School,"June 1, 2020",2020,3.68,MATH,Academic Math TOTAL,4,,3.49
235998,150105,Attica Jr-Sr High School,"May 1, 2020",2020,3.83,MATH,Academic Math TOTAL,5,,3.66
236000,151658,Cardinal Ritter High School,"May 1, 2020",2020,3.96,MATH,Academic Math TOTAL,5,,3.97
236005,151045,Hamilton Southeastern Hs,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,4,,3.82
236011,332010,Frewsburg Central School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
236014,141517,Crystal Lake South High School,"May 1, 2020",2020,3.32,MATH,Academic Math TOTAL,3,,3.12
236035,153900,Zionsville Community Hs,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,3.38
236085,261506,Windsor High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
236093,260655,Mary Institute And Saint Louis,"May 1, 2020",2020,3.31,MATH,Academic Math TOTAL,4.5,,3.48
236155,231005,Mercy High School,"May 1, 2020",2020,3.96,MATH,Academic Math TOTAL,3,,3.85
236160,140765,De La Salle Institute,"May 1, 2020",2020,3.81,MATH,Academic Math TOTAL,1,,4.00
236163,141630,Community Hs Dist 99 North Hs,"May 1, 2020",2020,3.85,MATH,Academic Math TOTAL,3,,4.00
236178,394992,Central Bucks High Sch South,"June 1, 2020",2020,3.91,MATH,Academic Math TOTAL,4,,4.00
236296,335403,Susan E Wagner High School,"June 1, 2020",2020,3.94,MATH,Academic Math TOTAL,4,,4.00
236319,150335,Brownsburg High School,"June 1, 2020",2020,3.91,MATH,Academic Math TOTAL,4,,4.00
236321,151936,McCutcheon High School,"May 1, 2020",2020,3.25,MATH,Academic Math TOTAL,3,,3.00
236322,362800,Kings High School,"May 1, 2020",2020,3.83,MATH,Academic Math TOTAL,4,,3.75
236391,142300,Hinsdale Central High School,"May 1, 2020",2020,3.04,MATH,Academic Math TOTAL,3,,3.57
236392,392300,Warwick High School,"June 1, 2020",2020,3.73,MATH,Academic Math TOTAL,3,,3.57
236409,151906,Central Catholic Junior-Senior,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,4,,3.81
236410,144475,Marian Central Catholic Hs,"May 1, 2020",2020,3.29,MATH,Academic Math TOTAL,3,,3.12
236415,152613,Blessed Theodore Guerin Hs,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,3.5,,4.00
236419,441732,Booker T Washington Hspva,"May 1, 2020",2020,3.97,MATH,Academic Math TOTAL,5,,3.97
236423,152613,Blessed Theodore Guerin Hs,"May 1, 2020",2020,3.88,MATH,Academic Math TOTAL,3.5,,3.96
236440,153112,Lake Central High School,"May 1, 2020",2020,3.66,MATH,Academic Math TOTAL,5,,3.30
236464,151651,Roncalli High School,"May 1, 2020",2020,3.49,MATH,Academic Math TOTAL,3,,2.88
236466,060081,Grandview High School,"May 1, 2020",2020,3.65,MATH,Academic Math TOTAL,3,,3.42
236471,440324,Westlake High School,"May 1, 2020",2020,3.62,MATH,Academic Math TOTAL,5,,3.37
236494,150445,Carmel High School,"May 1, 2020",2020,3.87,MATH,Academic Math TOTAL,4,,3.88
236516,150500,Chesterton High School,"May 1, 2020",2020,3.38,MATH,Academic Math TOTAL,3,,2.90
236540,150966,Signature School,"May 1, 2020",2020,3.65,MATH,Academic Math TOTAL,3,,3.73
236543,332330,Sacred Heart Academy,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,4.00
236561,150445,Carmel High School,"May 1, 2020",2020,3.5,MATH,Academic Math TOTAL,3,,3.63
236610,447644,Woodlands Christian Academy,"May 1, 2020",2020,3.85,MATH,Academic Math TOTAL,5,,4.00
236620,142620,Libertyville High School,"May 1, 2020",2020,3.84,MATH,Academic Math TOTAL,3,,3.67
236629,231685,Catholic Central High School,"May 1, 2020",2020,3.93,MATH,Academic Math TOTAL,3,,4.00
236633,502385,Catholic Memorial High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3.5,,4.00
236781,360525,Sycamore High School,"May 1, 2020",2020,3.73,MATH,Academic Math TOTAL,5,,3.70
236806,153900,Zionsville Community Hs,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,3,,3.72
236822,152115,Lowell High School,"June 1, 2020",2020,3.76,MATH,Academic Math TOTAL,4,,3.50
236842,150500,Chesterton High School,"May 1, 2020",2020,3.56,MATH,Academic Math TOTAL,3,,3.47
236849,846020,Colegio Lamatepec,"June 1, 2020",2020,3.8,MATH,Academic Math TOTAL,3,,4.00
236858,151717,North Central High School,"May 1, 2020",2020,3.7,MATH,Academic Math TOTAL,3,,3.83
236905,310765,West Morris Mendham Hs,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,3.10
236912,100825,Jupiter Community Senior Hs,"May 1, 2020",2020,3.63,MATH,Academic Math TOTAL,4,,3.50
236913,142831,Johnsburg High School,"May 1, 2020",2020,3.49,MATH,Academic Math TOTAL,3,,2.67
236928,440324,Westlake High School,"May 1, 2020",2020,3.87,MATH,Academic Math TOTAL,6,,3.70
236929,151651,Roncalli High School,"May 1, 2020",2020,3.6,MATH,Academic Math TOTAL,4,,3.16
236938,242217,Hill-Murray School,"June 1, 2020",2020,2.67,MATH,Academic Math TOTAL,2,,2.67
236939,152395,Barr-Reeve Junior-Senior Hs,"May 1, 2020",2020,3.8,MATH,Academic Math TOTAL,3,,3.35
236990,152613,Blessed Theodore Guerin Hs,"May 1, 2020",2020,3.29,MATH,Academic Math TOTAL,3.5,,2.81
236999,144505,Yorkville High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,4.00
237046,141860,Evanston Township High School,"May 1, 2020",2020,3.78,MATH,Academic Math TOTAL,3,,3.52
237054,151045,Hamilton Southeastern Hs,"June 1, 2020",2020,3.8,MATH,Academic Math TOTAL,3,,3.42
237057,140212,Batavia High School,"May 1, 2020",2020,3.61,MATH,Academic Math TOTAL,1.5,,3.00
237079,472110,Freedom High School,"June 1, 2020",2020,3.93,MATH,Academic Math TOTAL,6,,4.00
237133,153665,Franklin Central High School,"June 1, 2020",2020,3.87,MATH,Academic Math TOTAL,4,,3.91
237147,151385,Eastern High School,"June 1, 2020",2020,3.73,MATH,Academic Math TOTAL,4,,3.76
237230,231745,South Christian High School,"May 1, 2020",2020,3.19,MATH,Academic Math TOTAL,3,,4.00
237260,150445,Carmel High School,"May 1, 2020",2020,3.62,MATH,Academic Math TOTAL,4,,3.72
237267,150650,Corydon Central High School,"June 1, 2020",2020,3.96,MATH,Academic Math TOTAL,4,,4.00
237279,361156,Wyoming High School,"May 1, 2020",2020,3.86,MATH,Academic Math TOTAL,4,,4.00
237295,144430,New Trier High School,"May 1, 2020",2020,3.38,MATH,Academic Math TOTAL,3,,3.50
237325,430967,University School Of Jackson,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,3,,3.95
237328,150075,Hamilton Heights High School,"May 1, 2020",2020,3.74,MATH,Academic Math TOTAL,4,,3.85
237408,053197,Jserra Catholic Hs,"May 1, 2020",2020,3.81,MATH,Academic Math TOTAL,3,,3.90
237412,150608,Columbus East High School,"May 1, 2020",2020,3.84,MATH,Academic Math TOTAL,5,,3.70
237416,152400,Twin Lakes High School,"May 1, 2020",2020,3.61,MATH,Academic Math TOTAL,3,,3.28
237418,050662,De La Salle High School,"May 1, 2020",2020,3.27,MATH,Academic Math TOTAL,3,,3.15
237439,101199,Coral Reef Senior High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
237445,151390,Center Grove High School,"May 1, 2020",2020,3.89,MATH,Academic Math TOTAL,4,,3.96
237452,152347,Penn High School,"May 1, 2020",2020,3.87,MATH,Academic Math TOTAL,3,,3.78
237463,153095,Western High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
237499,151041,Fishers High School,"May 1, 2020",2020,3.36,MATH,Academic Math TOTAL,5,,3.44
237542,470054,Thomas Jefferson Hs Sci/Tec,"June 1, 2020",2020,3.64,MATH,Academic Math TOTAL,5,,3.15
237624,152965,Richmond High School,"May 1, 2020",2020,3.85,MATH,Academic Math TOTAL,4,,3.96
237643,694246,National Experimental Hs,"June 1, 2020",2020,3.5,MATH,Academic Math TOTAL,3,,3.12
237659,441835,Woodrow Wilson High School,"May 1, 2020",2020,3.92,MATH,Academic Math TOTAL,5,,3.71
237702,231940,Gull Lake High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,4.5,,4.00
237705,152995,North Putnam High School,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,3.5,,3.91
237713,391745,Saucon Valley Sr High School,"June 1, 2020",2020,3.95,MATH,Academic Math TOTAL,3,,3.94
237717,220112,Bedford High School,"May 1, 2020",2020,3.55,MATH,Academic Math TOTAL,3,,2.90
237750,143108,Neuqua Valley High School,"May 1, 2020",2020,3.65,MATH,Academic Math TOTAL,3,,3.23
237753,480500,Issaquah High School,"June 1, 2020",2020,3.88,MATH,Academic Math TOTAL,6,,3.87
237770,153900,Zionsville Community Hs,"May 1, 2020",2020,3.92,MATH,Academic Math TOTAL,3,,4.00
237797,100440,Satellite High School,"May 1, 2020",2020,3.57,MATH,Academic Math TOTAL,4,,3.12
237807,142795,Marshall Community High School,"May 1, 2020",2020,3.62,MATH,Academic Math TOTAL,4,,3.38
237816,152515,Castle High School,"May 1, 2020",2020,3.69,MATH,Academic Math TOTAL,4,,3.32
237822,150165,Bedford-North Lawrence Hs,"May 1, 2020",2020,3.81,MATH,Academic Math TOTAL,4,,3.62
237838,112585,Darlington School,"May 1, 2020",2020,,,,,,
237888,151688,Heritage Christian School,"May 1, 2020",2020,3.55,MATH,Academic Math TOTAL,3,,3.00
237898,UNKHSC,Unknown High School,"June 20, 2017",2017,,,,,,
237906,471393,Langley High School,"June 1, 2020",2020,3.57,MATH,Academic Math TOTAL,4,,3.50
237934,311290,Ramsey High School,"June 1, 2020",2020,3.68,MATH,Academic Math TOTAL,4,,3.18
237985,222340,Medway High School,"June 1, 2020",2020,3.54,MATH,Academic Math TOTAL,3,,3.20
238070,159998,GED Out-of State,"February 1, 2019",2019,,,,,,
238201,262980,Lindbergh High School,"May 1, 2020",2020,3.34,MATH,Academic Math TOTAL,4,,3.14
238215,030396,Desert Mountain High School,"May 1, 2020",2020,3.76,MATH,Academic Math TOTAL,4,,3.38
238218,151651,Roncalli High School,"May 1, 2020",2020,3.57,MATH,Academic Math TOTAL,4,,3.14
238224,151390,Center Grove High School,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,4,,3.96
238255,470061,Briar Woods High School,"June 1, 2020",2020,3.12,MATH,Academic Math TOTAL,2,,2.00
238256,152503,Floyd Central High School,"May 1, 2020",2020,3.89,MATH,Academic Math TOTAL,4,,4.00
238339,210273,Elizabeth Seton High School,"May 1, 2020",2020,3.74,MATH,Academic Math TOTAL,3,,3.47
238345,442549,Nolan Catholic High School,"May 1, 2020",2020,3.91,MATH,Academic Math TOTAL,3,,3.95
238361,181610,Saint Xavier High School,"May 1, 2020",2020,3.38,MATH,Academic Math TOTAL,4,,3.18
238371,152503,Floyd Central High School,"May 1, 2020",2020,3.58,MATH,Academic Math TOTAL,5,,3.51
238375,152078,Heritage Hills High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,5,,4.00
238396,150610,Columbus North High School,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,4,,4.00
238398,150695,Culver Academies,"May 1, 2020",2020,3.68,MATH,Academic Math TOTAL,5,,3.46
238399,151795,Jeffersonville High School,"May 1, 2020",2020,3.96,MATH,Academic Math TOTAL,3,,2.33
238412,150608,Columbus East High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,4.00
238421,143106,Naperville North High School,"May 1, 2020",2020,3.59,MATH,Academic Math TOTAL,3,,3.25
238423,142020,Geneva Community High School,"May 1, 2020",2020,3.83,MATH,Academic Math TOTAL,4.5,,3.78
238428,150966,Signature School,"May 1, 2020",2020,3.78,MATH,Academic Math TOTAL,3,,3.85
238429,152613,Blessed Theodore Guerin Hs,"May 1, 2020",2020,3.51,MATH,Academic Math TOTAL,3,,2.98
238438,332802,General Douglas MacArthur Hs,"June 1, 2020",2020,3.93,MATH,Academic Math TOTAL,4,,3.50
238454,151080,Mt. Vernon High School,"May 1, 2020",2020,3.94,MATH,Academic Math TOTAL,2.5,,3.85
238494,153265,Saint Joseph High School,"May 1, 2020",2020,3.63,MATH,Academic Math TOTAL,3,,3.38
238506,150608,Columbus East High School,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,5,,4.00
238518,332275,Harrison High School,"June 1, 2020",2020,3.96,MATH,Academic Math TOTAL,5,,4.00
238520,153790,Wheeler High School,"June 1, 2020",2020,3.95,MATH,Academic Math TOTAL,8,,4.00
238538,240780,Minnetonka High School,"June 1, 2020",2020,3.99,MATH,Academic Math TOTAL,3,,4.00
238582,393045,North East High School,"June 1, 2020",2020,3.51,MATH,Academic Math TOTAL,3,,3.70
238605,153745,West Lafayette Jr-Sr Hs,"May 1, 2020",2020,3.77,MATH,Academic Math TOTAL,3,,3.73
238645,070920,Staples High School,"June 1, 2020",2020,3.42,MATH,Academic Math TOTAL,4,,2.85
238667,152852,Plainfield High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,5,,4.00
238689,051335,La Jolla High,"June 1, 2020",2020,3.66,MATH,Academic Math TOTAL,4,,3.62
238697,143108,Neuqua Valley High School,"May 1, 2020",2020,3.13,MATH,Academic Math TOTAL,3,,2.12
238724,150610,Columbus North High School,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,4,,3.96
238729,153095,Western High School,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,4,,4.00
238739,232359,Winston Churchill High School,"May 1, 2020",2020,3.94,MATH,Academic Math TOTAL,3,,3.95
238744,445862,George Ranch High School,"May 1, 2020",2020,3.93,MATH,Academic Math TOTAL,4,,4.00
238813,070913,Weston High School,"June 1, 2020",2020,3.01,MATH,Academic Math TOTAL,3,,3.00
238833,140178,Marmion Academy,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
238837,282434,Nebraska Evangelical Lutheran,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,3.5,,4.00
238873,153295,Speedway High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,4.00
238893,151654,Bishop Chatard High School,"May 1, 2020",2020,3.39,MATH,Academic Math TOTAL,3,,3.55
238898,151528,Highland High School,"May 1, 2020",2020,3.95,MATH,Academic Math TOTAL,3,,3.95
238922,232685,Beal City High School,"May 1, 2020",2020,3.89,MATH,Academic Math TOTAL,3,,3.95
238929,151390,Center Grove High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,3.38
238937,361995,Dublin Coffman High School,"May 1, 2020",2020,3.5,MATH,Academic Math TOTAL,3,,3.27
238967,360285,Avon Lake High School,"June 1, 2020",2020,3.81,MATH,Academic Math TOTAL,4,,3.17
239079,150865,Portage High School,"June 1, 2020",2020,3.81,MATH,Academic Math TOTAL,3,,3.73
239083,101842,Cypress Bay High School,"May 1, 2020",2020,3.69,MATH,Academic Math TOTAL,4,,3.62
239100,443726,Obra D Tompkins High School,"May 1, 2020",2020,3.34,MATH,Academic Math TOTAL,4,,3.10
239180,152470,Burris Laboratory School,"May 1, 2020",2020,3.94,MATH,Academic Math TOTAL,4,,3.88
239225,361631,Wellington School,"June 1, 2020",2020,3.12,MATH,Academic Math TOTAL,4.5,,2.82
239236,363275,William Mason High School,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,4,,4.00
239239,150610,Columbus North High School,"May 1, 2020",2020,3.95,MATH,Academic Math TOTAL,5.5,,3.83
239241,153735,Westfield High School,"May 1, 2020",2020,3.85,MATH,Academic Math TOTAL,3,,3.85
239253,470549,Centreville High School,"June 1, 2020",2020,3.71,MATH,Academic Math TOTAL,4.25,,3.40
239260,142483,Lyons Township High School,"May 1, 2020",2020,3.54,MATH,Academic Math TOTAL,3,,3.62
239278,153635,North Posey High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
239283,142990,Morris Community High School,"May 1, 2020",2020,3.7,MATH,Academic Math TOTAL,4,,3.72
239324,153610,Lincoln High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
239332,310402,Ramapo High School,"June 1, 2020",2020,3.42,MATH,Academic Math TOTAL,3,,2.80
239335,150445,Carmel High School,"May 1, 2020",2020,3.88,MATH,Academic Math TOTAL,3,,3.17
239361,151650,Ben Davis High School,"June 1, 2020",2020,3.01,MATH,Academic Math TOTAL,4,,2.88
239366,440320,Stephen F Austin High School,"May 1, 2020",2020,3.51,MATH,Academic Math TOTAL,4,,3.25
239399,260781,Desmet Jesuit High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,4.00
239405,362485,Stephen T Badin High School,"May 1, 2020",2020,3.94,MATH,Academic Math TOTAL,4,,3.68
239406,142635,Benet Academy,"May 1, 2020",2020,3.78,MATH,Academic Math TOTAL,4,,3.89
239431,153070,Pioneer Junior-Senior Hs,"May 1, 2020",2020,3.84,MATH,Academic Math TOTAL,4,,3.75
239437,230395,Brighton High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,5,,4.00
239491,151724,Perry Meridian High School,"May 1, 2020",2020,3.97,MATH,Academic Math TOTAL,4,,4.00
239509,151910,Jefferson High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
239523,500282,Brookfield Central High School,"June 1, 2020",2020,3.85,MATH,Academic Math TOTAL,2,,3.58
239524,150610,Columbus North High School,"May 1, 2020",2020,3.8,MATH,Academic Math TOTAL,5,,3.71
239578,052075,Mountain View High School,"June 1, 2020",2020,3.25,MATH,Academic Math TOTAL,3.5,,2.81
239585,310667,Kinnelon High School,"June 1, 2020",2020,3.5,MATH,Academic Math TOTAL,3,,2.90
239596,150445,Carmel High School,"May 1, 2020",2020,3.54,MATH,Academic Math TOTAL,3.5,,3.19
239639,363205,Mariemont High School,"May 1, 2020",2020,3.98,MATH,Academic Math TOTAL,5,,3.90
239641,140563,Cary-Grove Community Hs,"June 1, 2020",2020,3.5,MATH,Academic Math TOTAL,2.5,,3.34
239655,153112,Lake Central High School,"May 1, 2020",2020,2.89,MATH,Academic Math TOTAL,3,,2.80
239656,102619,Carrollwood Day School,"May 1, 2020",2020,3.54,MATH,Academic Math TOTAL,3,,3.40
239690,263137,Fort Zumwalt South High School,"May 1, 2020",2020,3.98,MATH,Academic Math TOTAL,4,,4.00
239718,153380,Oak Hill High School,"May 1, 2020",2020,3.91,MATH,Academic Math TOTAL,4,,4.00
239721,151395,Greenwood Community Hs,"May 1, 2020",2020,2.85,MATH,Academic Math TOTAL,3,,2.90
239738,153765,West Vigo High School,"May 1, 2020",2020,3.59,MATH,Academic Math TOTAL,4.5,,3.82
239770,151045,Hamilton Southeastern Hs,"June 1, 2020",2020,3.75,MATH,Academic Math TOTAL,5,,3.50
239814,501030,Kimberly High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,3.5,,4.00
239818,441740,Highland Park High School,"May 1, 2020",2020,3.76,MATH,Academic Math TOTAL,4,,3.54
239826,153745,West Lafayette Jr-Sr Hs,"May 1, 2020",2020,3.72,MATH,Academic Math TOTAL,4,,3.51
239835,471393,Langley High School,"June 1, 2020",2020,3.72,MATH,Academic Math TOTAL,4,,3.75
239872,UNKHSC,Unknown High School,"June 1, 2020",2020,,,,,,
239883,142483,Lyons Township High School,"June 1, 2020",2020,3.11,MATH,Academic Math TOTAL,4,,2.75
239891,362655,Western Reserve Academy,"May 1, 2020",2020,2.91,MATH,Academic Math TOTAL,3,,3.33
239954,360890,Chesapeake High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,5,,4.00
239955,143108,Neuqua Valley High School,"May 1, 2020",2020,3.63,MATH,Academic Math TOTAL,3,,3.22
239995,150215,Bloomington High School South,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,6,,4.00
240008,151669,Herron High School,"May 1, 2020",2020,3.76,MATH,Academic Math TOTAL,4,,3.96
240015,102550,Seacoast Collegiate High Schl,"May 1, 2020",2020,3.86,MATH,Academic Math TOTAL,6,,3.67
240016,140205,Barrington Community High Schl,"May 1, 2020",2020,3.34,MATH,Academic Math TOTAL,3,,3.23
240024,053691,Foothill Technology Hs,"June 1, 2020",2020,3.57,MATH,Academic Math TOTAL,3,,3.45
240037,153665,Franklin Central High School,"June 1, 2020",2020,3.83,MATH,Academic Math TOTAL,5,,3.54
240045,151041,Fishers High School,"May 1, 2020",2020,3.71,MATH,Academic Math TOTAL,4,,3.79
240061,143240,Fenwick High School,"May 1, 2020",2020,3.7,MATH,Academic Math TOTAL,3,,3.67
240075,360575,Brecksville-Broadview Hgts Hs,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,5.5,,4.00
240080,150608,Columbus East High School,"June 1, 2020",2020,3.89,MATH,Academic Math TOTAL,5,,3.83
240109,153665,Franklin Central High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,5,,4.00
240142,140098,Saint Viator High School,"May 1, 2020",2020,3.96,MATH,Academic Math TOTAL,3,,3.95
240150,053158,San Marino High School,"May 1, 2020",2020,3.66,MATH,Academic Math TOTAL,3,,3.30
240166,242180,Cathedral High School,"May 1, 2020",2020,3.98,MATH,Academic Math TOTAL,3,,4.00
240179,153735,Westfield High School,"June 1, 2020",2020,3.34,MATH,Academic Math TOTAL,3,,2.98
240194,364020,Parma Senior High School,"May 1, 2020",2020,3.76,MATH,Academic Math TOTAL,4,,3.50
240224,242263,Irondale Senior High School,"May 1, 2020",2020,3.07,MATH,Academic Math TOTAL,4,,2.59
240226,151585,Carroll High School,"June 1, 2020",2020,3.9,MATH,Academic Math TOTAL,3,,4.00
240230,361418,Valley Forge High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
240238,262845,Francis Howell High School,"June 1, 2020",2020,3.98,MATH,Academic Math TOTAL,4,,4.00
240240,070890,Kingswood-Oxford School,"May 1, 2020",2020,3.68,MATH,Academic Math TOTAL,5,,3.60
