PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,PRIMARY_PROGRAM_IND,STUDENT_LEVEL,STUDENT_LEVEL_DESC,STUDENT_CLASSIFICATION_BOAP,STUDENT_CLASS_BOAP_DESC,CAMPUS,CAMPUS_DESC,COLLEGE,COLLEGE_DESC,PROGRAM,PROGRAM_DESC,DEGREE,DEGREE_DESC,MAJOR,MAJOR_DESC
234701,202210,Fall 2021,N,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
234701,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,VECO,Visual Effects Compositing
234729,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
234740,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVFT-BS,Aviation Technology-BS,BS,Bachelor of Science,AVFT,Prof Flight Technology
234749,202210,Fall 2021,N,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLSC-BS,Health Sci-Medt and Rad-BS,BS,Bachelor of Science,MLAB,Medical Laboratory Sciences
234749,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
235072,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
235132,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,CHEM-BSCHM,Chemistry-BS CHEM,BSCH,BS in Chemistry,BICH,Biochemistry (Chemistry)
235241,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAUAS-BS,Unmanned Aerial Systems-BS,BS,Bachelor of Science,AUAS,Unmanned Aerial Systems
235290,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,S,College of Science,EAPS-BS,"Erth, Atmos Planetary Sci-BS",BS,Bachelor of Science,ENVG,Environmental Geoscience
235357,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,PSYSCI-BS,Psychology Sci-BS,BS,Bachelor of Science,BBS,Brain and Behavioral Sci
235358,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,S,College of Science,CHEM-BSCHM,Chemistry-BS CHEM,BSCH,BS in Chemistry,BICH,Biochemistry (Chemistry)
235407,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
235642,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
235666,202210,Fall 2021,N,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,M,School of Management,ENTR-CERT,Entrepreneurship-Cert,CERT,Certificate,ENTR,Entrepreneur & Innovation
235666,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
235903,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVFT-BS,Aviation Technology-BS,BS,Bachelor of Science,AVFT,Prof Flight Technology
236160,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVFT-BS,Aviation Technology-BS,BS,Bachelor of Science,AVFT,Prof Flight Technology
236391,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICM-BS,Construct Mgmt Tech-BS,BS,Bachelor of Science,CM,Construction Management
236410,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PI-IET-BS,Industrial Engineering Tech-BS,BS,Bachelor of Science,SCET,Supply Chain & Sales Engr Tech
236516,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,BIOLOGY-BS,Biology-BS,BS,Bachelor of Science,EEEB,"Ecol, Evol & Environ Biol"
236561,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
236858,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
236913,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
236928,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,S,College of Science,CHEM-BSCHM,Chemistry-BS CHEM,BSCH,BS in Chemistry,BICH,Biochemistry (Chemistry)
236938,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,CS,Computer Science
236939,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
237147,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
237230,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
237230,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVFT-BS,Aviation Technology-BS,BS,Bachelor of Science,AVFT,Prof Flight Technology
237412,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
237416,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICM-BS,Construct Mgmt Tech-BS,BS,Bachelor of Science,CM,Construction Management
237838,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMFET-BS,Mfg Engineering Technology-BS,BS,Bachelor of Science,ROET,Robotics Engr Technology
238070,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
238201,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
238218,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
238224,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,S,College of Science,CHEM-BSCHM,Chemistry-BS CHEM,BSCH,BS in Chemistry,BICH,Biochemistry (Chemistry)
238255,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICIT-BS,Comp Info Tech-BS,BS,Bachelor of Science,CSEC,Cybersecurity
238399,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
238423,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,M,School of Management,ECON-BS,Economics-BS,BS,Bachelor of Science,ECON,Economics
238454,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,PSYSCI-BS,Psychology Sci-BS,BS,Bachelor of Science,PSYS,Psychological Sciences
238494,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAENT-BS,Aeronautic Engr Technology-BS,BS,Bachelor of Science,AENT,Aeronautic Engr Technology
238582,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,CHEM-BSCHM,Chemistry-BS CHEM,BSCH,BS in Chemistry,BICH,Biochemistry (Chemistry)
238605,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
238645,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIECET-BS,Electrical Engr Tech-BS,BS,Bachelor of Science,CEGT,Computer Engineering Tech
238689,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
238724,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,S,College of Science,CHEM-BS,Chemistry-BS,BS,Bachelor of Science,CHEM,Chemistry
238813,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAENT-BS,Aeronautic Engr Technology-BS,BS,Bachelor of Science,AENT,Aeronautic Engr Technology
238873,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
238893,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
238893,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,GASD,Game Development and Design
239100,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
239332,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
239361,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
239431,202210,Fall 2021,N,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
239431,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,ANIM,Animation
239596,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
239891,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
239954,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
240008,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,MATH-EDUC-BS,Mathematics Teaching-BS,BS,Bachelor of Science,MAED,Mathematics Education
240179,202210,Fall 2021,N,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
240179,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVMG-BS,Aviation Management-BS,BS,Bachelor of Science,AVMG,Aviation Management
240224,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICM-BS,Construct Mgmt Tech-BS,BS,Bachelor of Science,CM,Construction Management
240300,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
240682,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
240682,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAUAS-BS,Unmanned Aerial Systems-BS,BS,Bachelor of Science,AUAS,Unmanned Aerial Systems
240867,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
240979,202210,Fall 2021,N,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
240979,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,AGRONOMY-BS,Agronomy-BS,BS,Bachelor of Science,PGBB,Plant Genetic Breeding Biotech
241049,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMFET-BS,Mfg Engineering Technology-BS,BS,Bachelor of Science,ROET,Robotics Engr Technology
241050,202210,Fall 2021,N,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,M,School of Management,ENTR-CERT,Entrepreneurship-Cert,CERT,Certificate,ENTR,Entrepreneur & Innovation
241050,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
241095,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
241114,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
241140,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
241178,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICM-BS,Construct Mgmt Tech-BS,BS,Bachelor of Science,CM,Construction Management
241267,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,HH,College of Health & Human Sci,PSYSCI-BS,Psychology Sci-BS,BS,Bachelor of Science,BBS,Brain and Behavioral Sci
241304,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
241674,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,EAPS-BS,"Erth, Atmos Planetary Sci-BS",BS,Bachelor of Science,PLSI,Planetary Sciences
241692,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
241697,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
241718,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
241718,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,VECO,Visual Effects Compositing
241746,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
242028,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,PSYSCI-BS,Psychology Sci-BS,BS,Bachelor of Science,BBS,Brain and Behavioral Sci
242030,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
242043,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,CS,Computer Science
242092,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,M,School of Management,ENTR-CERT,Entrepreneurship-Cert,CERT,Certificate,ENTR,Entrepreneur & Innovation
242092,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
242247,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
242313,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,UXDS,UX Design
242377,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
242728,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
242742,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,CHEM-BS,Chemistry-BS,BS,Bachelor of Science,CHEM,Chemistry
242766,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
243031,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
243060,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
243202,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
243210,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,CS,Computer Science
243506,202210,Fall 2021,N,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
243506,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,DTVS,Data Visualization
243680,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
243686,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
243941,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,CHEM-BS,Chemistry-BS,BS,Bachelor of Science,CHEM,Chemistry
243993,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
244159,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
244159,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVFT-BS,Aviation Technology-BS,BS,Bachelor of Science,AVFT,Prof Flight Technology
244355,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMET-BS,Mech Engr Tech-BS,BS,Bachelor of Science,METC,Mechanical Engr Technology
244445,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,M,School of Management,ENTR-CERT,Entrepreneurship-Cert,CERT,Certificate,ENTR,Entrepreneur & Innovation
244445,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,CS,Computer Science
244704,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
244739,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICIT-BS,Comp Info Tech-BS,BS,Bachelor of Science,CSEC,Cybersecurity
