PUID_SIX,SATR EBRW,SATR Math,SATR Total,SAT_Critical_Reading_OLD,SAT Mathematics_OLD,ACT English,ACT Math,ACT Reading,ACT Science Reasoning,ACT Composite,ACT Combined English/Writing
340431,590,600,1190,,,,,,,,
340479,,,,,,,,,,,
340536,700,710,1410,,,,,,,,
340635,,,,,,30,30,29,32,30,
340689,600,650,1250,,,,,,,,
340700,,,,,,30,27,33,35,31,
340719,,,,,,,,,,,
340740,620,760,,,,,,,,,
340747,710,760,1430,,,,,,,,
340756,610,690,1300,,,22,34,27,34,29,
340779,770,700,1470,,,,,,,,
340837,600,540,,600,540,,,,,,
340868,,,,,,33,33,32,31,32,
340911,570,540,1110,,,,,,,,
340992,,,,,,,,,,,
340994,670,790,1430,,,,,,,,
341026,,,,,,33,31,35,35,34,
341043,,,,,,28,30,33,31,31,
341050,590,780,,,,,,,,,
341087,,,,,,,,,,,
341135,630,780,1410,,,,,,,,
341201,,,,,,,,,,,
341373,,,,,,34,34,32,34,34,
341488,710,770,1450,,,,,,,,
341521,700,750,1380,,,,,,,,
341574,750,780,1530,,,,,,,,
341629,,,,,,35,35,36,36,35,
341661,730,780,1510,,,,,,,,
341711,760,700,1460,,,,,,,,
341731,760,800,1560,,,,,,,,
341753,,,,,,36,35,34,29,34,
341791,,,,,,,,,,,
341796,710,760,1450,,,,,,,,
341824,570,650,1180,,,,,,,,
341840,,,,,,34,35,33,32,33,
341931,740,790,1530,,,,,,,,
341941,,,,,,,,,,,
342083,,,,,,25,34,32,33,31,
342094,,,,,,,,,,,
342108,,,,,,35,31,35,30,33,
342189,550,570,1120,,,,,,,,
342216,700,690,1390,,,33,33,34,33,33,
342226,,,,,,,,,,,
342296,,,,,,23,26,31,25,26,
342322,690,750,1440,,,,,,,,
342385,,,,,,34,36,35,33,34,
342404,620,710,1310,,,,,,,,
342466,730,700,1430,,,,,,,,
342468,650,790,1440,,,,,,,,
342494,730,750,1480,,,,,,,,
342501,640,680,1320,,,,,,,,
342508,750,800,1540,,,,,,,,
342575,680,760,1440,,,,,,,,
342605,530,660,1190,,,14,24,17,18,18,
342683,,,,,,34,36,35,36,35,
342746,680,710,1390,,,,,,,,
342773,,,,,,,,,,,
342925,750,780,1530,,,36,35,36,35,35,
342940,730,680,1380,,,,,,,,
342950,610,620,1230,,,,,,,,
343040,730,760,1490,,,,,,,,
343060,,,,,,34,29,32,31,32,
343074,670,770,1430,,,,,,,,
343123,,,,,,32,32,27,30,30,
343164,670,670,1340,,,,,,,,
343212,650,720,,,,,,,,,
343214,720,770,,,,,,,,,
343261,600,620,1220,,,,,,,,
343361,,,,,,33,30,32,31,31,
343367,,,,,,34,34,30,30,32,
343405,,,,,,29,35,31,36,33,
343408,610,790,1400,,,33,35,,34,32,
343511,620,540,1160,,,,,,,,
343519,670,680,,,,,,,,,
343583,660,780,1440,,,,,,,,
343608,,,,,,32,34,35,34,33,
343673,,,,,,33,35,36,35,34,
343682,,,,,,30,34,31,34,32,
343700,,,,,,,,,,,
343847,,,,,,,,,,,
343885,670,710,1380,,,30,29,32,33,31,
343887,,,,,,34,30,36,31,33,
343986,710,710,1420,,,,,,,,
344014,710,710,1420,,,,,,,,
344024,,,,,,34,35,34,35,35,
344032,730,760,1490,,,,,,,,
344107,640,670,1310,,,,,,,,
344113,720,760,1480,,,28,34,34,32,32,
344153,,,,,,,,,,,
344189,,,,,,32,36,32,34,33,
344210,530,720,1250,,,,,,,,
344326,590,550,1140,,,,,,,,
344351,,,,,,31,30,34,28,31,
344458,660,600,1260,,,,,,,,
344494,740,800,1530,,,34,35,34,32,34,
344509,,,,,,30,34,32,29,31,
344530,680,730,1410,,,31,35,34,31,33,
344534,660,630,1290,,,25,29,33,27,29,
344603,,,,,,,,,,,
344671,720,720,1440,,,,,,,,
344699,710,760,1470,,,,,,,,
344793,,,,,,23,29,22,26,25,
344800,,,,,,,,,,,
344865,680,670,1350,,,36,30,34,32,33,
344977,610,580,1190,,,,,,,,
344989,710,620,1330,,,,,,,,
345019,700,700,1400,,,,,,,,
345020,,,,,,26,30,30,29,29,
345150,,,,,,,,,,,
345201,530,780,1310,,,,,,,,
345271,,,,,,28,32,34,35,32,
345322,,,,,,,,,,,
345323,,,,,,35,31,36,35,34,
345328,640,700,1340,,,,,,,,
345357,630,780,1410,,,,,,,,
345383,,,,,,,,,,,
345413,640,700,1340,,,,,,,,
345510,770,800,1570,,,,,,,,
345513,680,680,1360,,,,,,,,
345556,,,,,,35,33,36,32,34,
345575,760,690,1450,,,26,29,36,32,31,
345602,670,780,1450,,,,,,,,
345705,680,780,,,,,,,,,
345722,750,790,1540,,,,,,,,
345877,,,,,,,,,,,
345881,710,740,1450,,,32,29,30,31,31,
345908,630,640,1270,,,34,27,33,27,29,
346018,710,780,1490,,,,,,,,
346049,,,,,,,,,,,
346056,700,760,1440,,,28,33,34,32,32,
346063,,,,,,,,,,,
346283,710,750,1410,,,,,,,,
346293,,,,,,28,33,34,30,31,
346325,660,630,1290,,,,,,,,
346334,660,690,1350,,,,,,,,
346349,640,800,,,,,,,,,
346455,530,800,1330,,,,,,,,
346465,580,730,1310,,,,,,,,
346545,,,,,,,,,,,
346585,610,770,1380,,,,,,,,
346635,,,,,,25,30,32,32,30,
346654,,,,,,,,,,,
346690,770,750,1520,,,,,,,,
346764,,,,,,,,,,,
346855,660,650,1310,,,26,29,28,23,27,
347011,,,,,,26,33,31,29,30,
347035,660,780,1400,,,,,,,,
347037,,,,,,,,,,,
347135,,,,,,,,,,,
347178,,,,,,,,,,,
347203,620,760,1370,,,,,,,,
347205,650,670,,,,,,,,,
347298,,,,,,32,31,35,31,32,
347339,790,790,1580,,,,,,,,
347419,730,690,1420,,,,,,,,
347475,,,,,,24,33,24,30,28,
347491,700,730,1420,,,34,34,33,31,33,
347497,,,,,,28,30,34,25,29,
347526,600,680,1280,,,,,,,,
347531,690,650,1340,,,,,,,,
347669,700,730,1430,,,,,,,,
347746,,,,,,,,,,,
347756,700,760,1440,,,,,,,,
347765,,,,,,,,,,,
347840,,,,,,31,35,33,35,32,
347890,650,700,1350,,,,,,,,
347980,,,,,,20,29,17,21,22,
348038,690,730,1390,,,,,,,,
348065,700,670,1370,,,,,,,,
348072,,,,,,27,31,30,34,29,
348211,,,,,,,,,,,
348263,550,750,1300,,,,,,,,
348277,750,750,1500,,,,,,,,
348284,720,790,1510,,,,,,,,
348569,730,770,1500,,,,,,,,
348669,670,590,,,,,,,,,
348702,650,760,1410,,,,,,,,
348741,600,720,1320,,,,,,,,
348792,750,790,1540,,,,,,,,
348810,630,700,1330,,,,,,,,
348814,,,,,,31,26,35,26,30,
348822,,,,,,33,32,35,29,32,
348843,,,,,,34,33,35,34,34,
348880,,,,,,,,,,,
348916,,,,,,35,32,28,30,31,
348985,550,690,1240,,,,,,,,
348993,680,650,1330,,,,,,,,
349045,750,800,1550,,,36,34,35,33,35,
349049,,,,,,34,34,24,35,32,
349080,,,,,,,,,,,
349183,560,590,1150,,,,,,,,
349191,,,,,,28,29,24,27,27,
349209,,,,,,34,34,27,32,31,
349312,700,780,1480,,,36,32,36,32,34,
349318,680,780,1460,,,36,35,30,33,33,
349369,680,760,1420,,,34,32,30,26,31,
349395,740,750,1490,,,,,,,,
349471,620,640,1260,,,24,29,28,26,27,
349480,,,,,,32,31,36,33,32,
349572,700,760,1460,,,,,,,,
349641,,,,,,29,29,35,30,31,
349663,520,670,1190,,,,,,,,
349691,640,690,1330,,,,,,,,
349695,650,730,1380,,,,,,,,
349720,,,,,,36,34,36,33,35,
349734,710,680,1390,,,,,,,,
349807,,,,,,36,30,32,30,32,
349813,710,670,1380,,,,,,,,
349842,670,690,1360,,,,,,,,
349843,680,800,1480,,,,,,,,
349858,,,,,,,,,,,
349859,600,660,1260,,,27,35,27,30,29,
349884,,,,,,34,33,35,33,33,
349906,,,,,,36,35,36,35,36,
349915,,,,,,36,30,34,33,33,
350062,660,730,1390,,,,,,,,
350123,,,,,,35,33,36,35,34,
350138,,,,,,,,,,,
350148,680,750,1430,,,32,34,28,30,31,
350205,,,,,,22,28,27,26,26,
350216,750,800,1550,,,,,,,,
350217,700,740,1440,,,,,,,,
350265,590,650,1240,,,,,,,,
350321,,,,,,35,35,35,36,35,
350424,,,,,,34,33,32,35,34,
350435,650,750,1370,,,,,,,,
350603,720,730,1440,,,,,,,,
350652,,,,,,34,33,34,35,33,
350684,,,,,,26,29,30,28,28,
350712,,,,,,,,,,,
350772,740,730,1470,,,,,,,,
350785,680,780,1450,,,,,,,,
350788,660,720,1380,,,,,,,,
350877,,,,,,31,31,21,29,28,
350888,600,580,1180,,,,,,,,
350954,700,680,1380,,,,,,,,
350996,,,,,,35,29,35,29,31,
351006,,,,,,24,30,29,29,28,
351011,760,800,1560,,,,,,,,
351059,700,770,1470,,,,,,,,
351133,580,630,1210,,,,,,,,
351195,700,730,1430,,,,,,,,
351295,,,,,,32,32,34,36,34,
351377,,,,,,,,,,,
351526,,,,,,22,34,30,32,30,
351658,,,,,,26,29,27,27,27,
351687,670,680,1340,,,,,,,,
351717,720,730,1450,,,33,33,36,32,34,
351752,690,660,1350,,,28,27,15,24,24,
351777,,,,,,34,27,36,30,32,
351804,740,790,1530,,,,,,,,
351834,630,770,1390,,,,,,,,
351848,730,720,1450,,,,,,,,
351876,620,780,1400,,,31,34,29,25,30,
351954,,,,,,30,34,32,33,31,
352017,690,750,1440,,,33,34,34,36,34,
352075,620,650,1270,,,26,31,26,25,27,
352123,,,,,,28,29,36,29,30,
352243,720,740,1460,,,,,,,,
352309,610,660,1270,,,27,29,26,30,28,
352323,,,,,,20,25,21,21,22,
352364,,,,,,,,,,,
352369,660,740,1400,,,,,,,,
352387,710,780,1490,,,,,,,,
352407,690,770,1460,,,,,,,,
352421,,,,,,,,,,,
352428,650,780,1430,,,,,,,,
352498,770,720,1460,,,,,,,,
352517,680,760,1440,,,,,,,,
352535,670,720,1390,,,,,,,,
352548,670,670,1340,,,29,26,34,25,29,
352567,,,,,,,,,,,
352577,,,,,,,,,,,
352603,740,790,1530,,,,,,,,
352619,720,680,1400,,,31,30,29,31,29,
352620,670,800,1470,,,,,,,,
352653,700,630,1330,,,,,,,,
352656,620,680,,,,,,,,,
352674,690,710,,,,,,,,,
352696,,,,,,28,34,32,33,32,
352711,550,680,1220,,,,,,,,
352719,,,,,,,,,,,
352791,670,790,1410,,,,,,,,
352806,730,710,1440,,,,,,,,
352846,680,680,1360,,,,,,,,
352852,680,800,1480,,,,,,,,
352936,730,780,1510,,,29,35,36,34,34,
352955,,,,,,33,32,36,31,33,
353037,590,600,1190,,,23,27,22,23,24,
353042,,,,,,35,35,36,33,35,
353048,620,660,1250,,,27,30,30,24,28,
353132,600,630,1230,,,27,27,25,26,25,
353150,730,800,1530,,,30,35,34,34,33,
353185,650,780,1410,,,,,,,,
353358,670,800,,,,,,,,,
353368,690,750,1440,,,,,,,,
353452,610,590,1200,,,,,,,,
353497,710,670,1340,,,31,29,25,26,28,
353708,680,670,1350,,,,,,,,
353722,,,,,,,,,,,
353814,590,680,1270,,,,,,,,
353903,510,490,990,,,,,,,,
353917,700,780,1480,,,,,,,,
353924,,,,,,,,,,,
353928,740,790,,,,,,,,,
353936,550,590,1140,,,,,,,,
353949,500,700,1200,,,,,,,,
354093,560,780,1300,,,,,,,,
354156,,,,,,,,,,,
354209,770,770,1540,,,34,34,36,32,34,
354271,,,,,,,,,,,
354342,690,640,1330,,,,,,,,
354406,680,640,1320,,,,,,,,
354507,,,,,,34,35,35,33,34,
354508,,,,,,,,,,,
354516,750,780,1530,,,28,35,34,30,31,
354544,720,750,1470,,,34,33,26,33,31,
354546,640,680,1320,,,,,,,,
354560,,,,,,,,,,,
354598,740,770,1510,,,,,,,,
354611,,,,,,,,,,,
354660,,,,,,30,31,34,36,33,
354678,660,700,1360,,,,,,,,
354725,700,710,1410,,,34,31,32,31,32,
354754,690,800,1490,,,,,,,,
354765,,,,,,36,35,34,34,35,
354830,720,760,1480,,,,,,,,
354868,680,770,1450,,,,,,,,
354870,750,800,1550,,,,,,,,
354920,,,,,,33,35,35,36,35,
354948,660,690,1350,,,,,,,,
354997,610,640,1250,,,,,,,,
355067,600,690,1290,,,,,,,,
355081,650,700,1320,,,,,,,,
355082,720,760,1480,,,,,,,,
355192,,,,,,,,,,,
355475,,,,,,,,,,,
355550,650,800,1450,,,,,,,,
355573,720,760,1480,,,,,,,,
355581,510,800,1310,,,,,,,,
355589,580,720,1260,,,,,,,,
355594,,,,,,,,,,,
355754,700,710,1400,,,,,,,,
355781,,,,,,,,,,,
355837,,,,,,35,34,33,34,34,
355903,,,,,,,,,,,
356054,,,,,,36,34,36,36,36,
356125,750,800,1550,,,36,35,33,36,35,
356145,560,690,1250,,,,,,,,
356157,,,,,,,,,,,
356162,,,,,,,,,,,
356178,780,730,1510,,,35,34,36,33,34,
356209,530,580,1060,,,,,,,,
356251,740,760,1500,,,,,,,,
356282,,,,,,,,,,,
356283,730,740,1470,,,,,,,,
356294,700,680,1380,,,,,,,,
356296,,,,,,36,35,35,36,34,
356326,770,760,1530,,,35,32,35,36,35,
356348,,,,,,35,33,34,35,34,
356416,640,720,1360,,,26,31,28,27,28,
356446,740,790,1530,,,,,,,,
356452,,,,,,33,31,33,26,31,
356506,,,,,,34,28,33,36,31,
356534,690,800,1490,,,,,,,,
356565,,,,,,22,31,30,25,27,
356574,740,700,1410,,,,,,,,
356575,710,800,1510,,,,,,,,
356598,650,740,1390,,,,,,,,
356619,,,,,,35,35,35,35,35,
356747,,,,,,31,30,25,26,28,
356771,770,770,1540,,,,,,,,
356785,700,740,1440,,,,,,,,
356801,710,730,1440,,,,,,,,
356811,,,,,,34,29,36,34,32,
356885,590,760,1350,,,,,,,,
356989,550,650,1200,,,,,,,,
357033,,,,,,29,35,26,34,30,
357084,,,,,,35,34,32,35,34,
357093,,,,,,23,32,26,34,29,
357207,550,650,1200,,,,,,,,
357213,740,790,1530,,,35,36,33,36,35,
357222,,,,,,20,31,28,30,27,
357314,700,790,1470,,,,,,,,
357489,640,750,1390,,,,,,,,
357569,670,640,1310,,,,,,,,
357643,720,790,1510,,,,,,,,
357655,,,,,,,,,,,
357674,640,610,1250,,,,,,,,
357746,,,,,,,,,,,
357751,770,780,1550,,,35,35,34,33,34,
357903,,,,,,33,35,31,31,33,
357932,,,,,,35,29,36,29,31,
357963,,,,,,,,,,,
358086,,,,,,30,31,34,28,30,
358223,780,800,1570,,,,,,,,
358246,,,,,,28,30,31,35,31,
358255,,,,,,34,34,33,32,32,
358416,680,690,1370,,,31,33,32,36,33,
358458,740,730,1470,,,34,34,36,34,35,
358733,,,,,,,,,,,
358750,,,,,,,,,,,
358803,,,,,,,,,,,
358988,,,,,,,,,,,
359094,,,,,,28,33,30,35,31,
359112,,,,,,25,22,27,24,25,
359128,700,720,1420,,,,,,,,
359174,,,,,,,,,,,
359185,,,,,,31,32,31,32,32,
359186,,,,,,33,34,33,31,32,
359249,630,630,1260,,,,,,,,
359301,,,,,,31,34,28,36,32,
359526,690,740,1430,,,,,,,,
359660,590,710,1300,,,,,,,,
359689,680,750,1430,,,,,,,,
359773,640,590,1230,,,,,,,,
359785,,,,,,,,,,,
359970,,,,,,31,27,31,24,27,
360280,510,630,1140,,,,,,,,
360428,,,,,,26,29,33,32,30,
360513,,,,,,,,,,,
362352,670,650,1320,,,,,,,,
362903,560,630,1190,,,,,,,,
363228,,,,,,,,,,,
363294,720,720,1430,,,35,30,31,24,30,
364070,,,,,,,,,,,
364175,620,700,1320,,,,,,,,
366069,490,660,1150,,,,,,,,
366388,690,600,1290,,,,,,,,
366399,,,,,,28,28,28,26,27,
366991,690,730,1420,,,23,35,24,32,29,
367053,650,760,1410,,,,,,,,
369781,,,,,,20,17,19,22,20,
369807,630,800,1400,,,,,,,,
369870,690,710,1400,,,,,,,,
370102,,,,,,,,,,,
370526,600,800,1400,,,,,,,,
370554,,,,,,,,,,,
370763,,,,,,,,,,,
370966,,,,,,,,,,,
371157,630,630,1260,,,,,,,,
371229,590,780,1370,,,,,,,,
371384,690,670,1360,,,,,,,,
371428,,,,,,,,,,,
371435,,,,,,,,,,,
371736,580,680,1260,,,,,,,,
371842,660,640,1300,,,,,,,,
372057,480,710,1190,,,,,,,,
372108,,,,,,,,,,,
372265,,,,,,,,,,,
372372,690,780,1470,,,,,,,,
372666,660,740,1380,,,,,,,,
372754,,,,,,29,27,32,21,27,
372874,650,690,1320,,,,,,,,
372941,,,,,,,,,,,
373048,710,750,1460,,,24,33,34,30,30,
373230,710,780,1490,,,,,,,,
373231,,,,,,,,,,,
373559,730,780,1510,,,,,,,,
373703,,,,,,,,,,,
375793,610,610,1220,,,23,28,32,25,27,
375860,690,730,1420,,,,,,,,
376502,,,,,,,,,,,
376910,550,730,,,,,,,,,
377694,750,780,1530,,,,,,,,
377718,,,,,,,,,,,
377772,600,680,1280,,,,,,,,
377791,650,720,1370,,,,,,,,
378654,580,790,1350,,,,,,,,
378712,,,,,,32,34,34,35,32,
378763,,,,,,,,,,,
378825,,,,,,22,28,18,26,24,
379369,,,,,,,,,,,
380080,620,750,1370,,,,,,,,
380127,610,710,1320,,,,,,,,
380245,730,770,1490,,,,,,,,
380338,620,660,1280,,,,,,,,
381297,710,760,1470,,,,,,,,
381416,550,640,1170,,,,,,,,
381566,680,610,1290,,,,,,,,
382277,680,800,1480,,,,,,,,
382296,630,770,1400,,,,,,,,
382383,570,780,1330,,,,,,,,
382621,570,720,1290,,,,,,,,
382806,,,,,,,,,,,
382975,,,,,,,,,,,
383210,680,770,1450,,,,,,,,
383238,,,,,,,,,,,
383529,700,750,1450,,,,,,,,
383743,,,,,,35,35,35,34,35,
384050,550,670,1220,,,,,,,,
384063,580,710,1290,,,,,,,,
384139,,,,,,,,,,,
384524,760,730,1490,,,36,33,35,32,33,
384538,600,770,1370,,,28,32,27,33,30,
384556,670,740,1360,,,,,,,,
384670,,,,,,,,,,,
385067,630,710,1340,,,,,,,,
385090,,,,,,,,,,,
385569,,,,,,,,,,,
385698,710,760,1470,,,,,,,,
385854,650,750,,,,,,,,,
385893,,,,,,33,35,34,36,35,
385953,760,790,1550,,,,,,,,
386097,610,760,,,,,,,,,
386233,630,740,1370,,,,,,,,
386296,600,730,1330,,,,,,,,
386445,,,,,,,,,,,
386529,,,,,,,,,,,
386599,740,720,1460,,,,,,,,
386720,680,770,,,,,,,,,
386833,,,,,,,,,,,
387172,710,750,1460,,,,,,,,
387280,,,,,,24,26,26,28,26,
387560,650,670,1320,,,,,,,,
388053,750,790,1540,,,,,,,,
388197,,,,,,,,,,,
389382,,,,,,,,,,,
389915,470,590,1060,,,,,,,,
390115,,,,,,,,,,,
390153,600,670,1270,,,,,,,,
390397,,,,,,,,,,,
390714,550,700,1250,,,,,,,,
391345,,,,630,650,30,28,34,30,31,
391359,,,,,,,,,,,
391725,,,,,,,,,,,
392254,,,,,,,,,,,
393162,,,,,,,,,,,
394864,,,,,,,,,,,
394975,,,,,,18,15,15,18,17,
396387,,,,540,590,,,,,,
396425,,,,,,,,,,,
397070,680,790,1470,680,790,,,,,,
397226,,,,680,700,,,,,,
397390,600,550,1150,,,30,18,27,22,24,
398001,,,,,,,,,,,
399350,,,,,,,,,,,
400913,700,700,1400,,,,,,,,
483519,,,,450,610,20,27,18,24,22,21
502800,520,590,,,,,,,,,
508691,,,,,,33,32,33,31,31,
508753,,,,,,22,25,23,23,23,
516698,700,750,1450,,,,,,,,
516701,610,690,1300,,,,,,,,
516740,610,660,1270,,,19,28,22,22,23,
519912,630,770,1400,,,,,,,,
519990,670,660,1300,,,28,31,27,31,29,
519999,620,730,1350,,,,,,,,
520000,590,620,1210,,,21,26,22,29,23,
563302,,,,520,670,,,,,,
584224,,,,560,520,,,,,,
695742,,,,430,530,23,27,21,23,24,23
702929,,,,,,,,,,,
723850,,,,800,800,26,34,35,36,33,25
753776,,,,,,21,25,28,28,26,
764605,,,,460,310,,,,,,
766305,,,,,,,,,,,
780354,,,,550,570,26,23,28,21,25,25
803427,,,,730,800,,,,,,
803475,,,,,,26,25,30,27,26,25
805005,,,,560,750,,,,,,
813546,,,,480,440,18,17,18,14,17,17
823328,,,,500,600,,,,,,
832215,,,,410,550,,,,,,
859007,540,510,1040,,,22,23,23,24,23,
862333,,,,600,590,,,,,,
866019,660,630,1290,,,,,,,,
867657,,,,,,,,,,,
869094,760,740,1500,,,,,,,,
869725,,,,570,590,25,26,22,24,24,21
875861,,,,620,760,,,,,,
881256,,,,560,530,,,,,,
885012,,,,600,550,24,25,31,24,24,25
886835,,,,630,660,25,30,35,30,30,
887463,,,,,,27,28,22,26,26,
892895,,,,510,470,,,,,,
897160,,,,,,,,,,,
897613,,,,,,31,30,32,32,31,30
910084,,,,590,450,,,,,,
917328,,,,,,32,33,31,29,31,
918431,,,,,,20,22,19,22,21,
931278,,,,550,680,,,,,,
940012,,,,,,34,34,34,34,33,
943745,540,540,1080,,,,,,,,
944105,620,680,1300,,,,,,,,
945473,750,710,1460,,,35,28,33,27,30,
945799,730,710,1440,,,,,,,,
945922,550,550,1080,,,24,24,21,21,22,
946056,520,510,990,,,,,,,,
946080,,,,,,23,26,20,23,23,
946462,690,700,1390,,,33,31,30,29,31,
947133,650,620,1260,,,,,,,,
948038,710,730,1440,,,36,33,36,31,34,
949039,630,580,1210,,,26,24,24,24,24,
949187,630,610,1240,,,23,23,22,19,22,
949534,730,760,1490,,,,,,,,
949549,640,650,1290,,,30,26,30,28,29,
949664,,,,,,23,19,21,24,22,
949751,530,490,1020,,,,,,,,
949766,430,500,930,,,18,25,20,22,21,
950189,680,630,1310,,,26,29,24,25,26,
952712,,,,,,30,27,30,24,28,
953063,,,,,,33,28,34,34,32,
953526,,,,,,31,29,32,31,31,
953644,,,,,,29,25,28,26,27,
955282,480,480,960,500,430,20,21,20,20,20,
955717,540,570,1110,,,,,,,,
956498,530,470,950,,,20,16,20,18,19,
957478,620,650,1270,,,,,,,,
957792,,,,,,30,28,31,28,28,
959089,500,530,1020,,,18,18,16,14,17,
960039,600,590,1180,,,,,,,,
961613,,,,,,34,30,35,31,33,
963344,530,570,1100,,,24,22,25,24,24,
966535,,,,,,22,20,32,24,25,
968029,630,590,1220,,,,,,,,
970808,570,540,1110,,,23,22,23,22,23,
976867,,,,,,25,30,30,27,27,
977473,690,590,1280,,,28,23,30,26,27,
977766,,,,,,29,24,28,23,26,
978983,710,590,1300,,,30,24,34,25,27,
980623,650,680,1330,,,,,,,,
981775,520,550,1040,,,,,,,,
983095,650,610,1250,,,,,,,,
984975,,,,,,,,,,,
986171,780,740,1520,,,33,29,31,34,32,
987068,,,,,,23,28,20,25,24,
988724,550,480,1030,,,,,,,,
990248,,,,,,25,25,35,25,27,
992565,640,560,1200,,,,,,,,
994844,640,600,1220,,,25,24,33,25,26,
995287,560,700,1250,,,,,,,,
995636,540,480,1020,,,,,,,,
